Time,ROOM_17F57B42:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_17F57B42:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_17F57B42:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_17F57B42:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_8D305412:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_8D305412:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_8D305412:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_8D305412:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_A4C076D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_A4C076D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_A4C076D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_A4C076D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BB07A4B1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BB07A4B1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BB07A4B1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BB07A4B1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BD8241A1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BD8241A1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BD8241A1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BD8241A1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_BE8AAB70:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_BE8AAB70:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_BE8AAB70:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_BE8AAB70:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C3E48042:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C3E48042:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C3E48042:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C3E48042:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_DDA9C354:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_DDA9C354:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_DDA9C354:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_DDA9C354:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
18:00:00,1.665694E+03,2.070915E+03,8.596494E-02,2.029385E-01,7.037125E+02,7.264683E+02,3.631726E-02,7.119003E-02,1.683083E+02,3.470140E+02,8.685895E-03,3.400358E-02,4.039916E+02,3.686219E+02,2.084998E-02,3.612228E-02,8.481005E+02,1.268880E+03,4.376369E-02,1.243448E-01,9.030015E+02,1.298082E+03,4.660291E-02,1.272042E-01,1.766271E+02,2.909242E+02,9.116174E-03,2.850733E-02,5.296798E+02,6.831848E+02,2.733709E-02,6.694697E-02
18:10:00,1.745268E+03,2.038310E+03,9.007167E-02,1.997433E-01,7.390761E+02,7.215640E+02,3.814231E-02,7.070940E-02,1.771291E+02,3.286403E+02,9.141112E-03,3.220313E-02,4.232343E+02,3.652972E+02,2.184309E-02,3.579649E-02,8.926031E+02,1.231851E+03,4.606011E-02,1.207161E-01,9.473945E+02,1.282292E+03,4.889398E-02,1.256568E-01,1.815967E+02,2.880457E+02,9.372666E-03,2.822527E-02,5.531714E+02,6.795264E+02,2.854951E-02,6.658848E-02
18:20:00,1.824929E+03,2.003004E+03,9.418248E-02,1.962835E-01,7.744721E+02,7.139937E+02,3.996882E-02,6.996751E-02,1.859552E+02,3.097302E+02,9.596546E-03,3.035014E-02,4.425000E+02,3.618646E+02,2.283730E-02,3.546013E-02,9.371239E+02,1.189814E+03,4.835709E-02,1.165966E-01,9.918341E+02,1.262671E+03,5.118722E-02,1.237340E-01,1.865791E+02,2.849501E+02,9.629813E-03,2.792193E-02,5.766954E+02,6.748133E+02,2.976350E-02,6.612663E-02
18:30:00,1.904718E+03,1.963945E+03,9.829882E-02,1.924560E-01,8.099216E+02,7.026978E+02,4.179742E-02,6.886052E-02,1.947904E+02,2.908088E+02,1.005217E-02,2.849605E-02,4.617964E+02,3.582702E+02,2.383288E-02,3.510790E-02,9.816879E+02,1.141264E+03,5.065383E-02,1.118389E-01,1.036344E+03,1.237686E+03,5.348341E-02,1.212856E-01,1.915757E+02,2.816214E+02,9.887667E-03,2.759576E-02,6.002599E+02,6.684187E+02,3.097937E-02,6.549999E-02
18:40:00,1.984635E+03,1.921815E+03,1.024203E-01,1.883274E-01,8.454200E+02,6.879324E+02,4.362777E-02,6.741353E-02,2.036328E+02,2.724584E+02,1.050793E-02,2.669793E-02,4.811234E+02,3.545015E+02,2.482975E-02,3.473859E-02,1.026281E+03,1.087167E+03,5.295016E-02,1.065376E-01,1.080921E+03,1.207829E+03,5.578229E-02,1.183597E-01,1.965869E+02,2.780775E+02,1.014624E-02,2.724849E-02,6.238661E+02,6.603005E+02,3.219712E-02,6.470444E-02
18:50:00,2.064646E+03,1.875779E+03,1.065458E-01,1.838160E-01,8.809530E+02,6.686865E+02,4.545943E-02,6.552747E-02,2.124812E+02,2.546412E+02,1.096391E-02,2.495206E-02,5.004748E+02,3.505236E+02,2.582769E-02,3.434879E-02,1.070899E+03,1.026314E+03,5.524713E-02,1.005743E-01,1.125549E+03,1.171675E+03,5.808321E-02,1.148167E-01,2.016117E+02,2.743204E+02,1.040548E-02,2.688034E-02,6.475070E+02,6.498484E+02,3.341644E-02,6.368018E-02
19:00:00,2.144737E+03,1.826873E+03,1.106748E-01,1.790235E-01,9.165151E+02,6.456471E+02,4.729241E-02,6.326965E-02,2.213359E+02,2.376947E+02,1.142022E-02,2.329150E-02,5.198490E+02,3.463291E+02,2.682671E-02,3.393776E-02,1.115540E+03,9.603881E+02,5.754530E-02,9.411380E-02,1.170219E+03,1.130349E+03,6.038609E-02,1.107670E-01,2.066519E+02,2.703662E+02,1.066550E-02,2.649287E-02,6.711812E+02,6.372179E+02,3.463736E-02,6.244245E-02
19:10:00,2.143261E+03,1.776618E+03,1.105941E-01,1.740987E-01,9.160347E+02,6.200689E+02,4.726529E-02,6.076306E-02,2.212514E+02,2.214960E+02,1.141521E-02,2.170423E-02,5.194098E+02,3.419863E+02,2.680312E-02,3.351220E-02,1.115446E+03,8.918131E+02,5.753508E-02,8.739373E-02,1.169441E+03,1.085724E+03,6.034340E-02,1.063939E-01,2.062918E+02,2.662453E+02,1.064679E-02,2.608907E-02,6.704991E+02,6.227971E+02,3.460118E-02,6.102929E-02
19:20:00,2.141807E+03,1.726962E+03,1.105149E-01,1.692327E-01,9.155636E+02,5.937736E+02,4.723887E-02,5.818621E-02,2.211703E+02,2.060910E+02,1.141044E-02,2.019473E-02,5.189812E+02,3.375169E+02,2.678016E-02,3.307423E-02,1.115358E+03,8.239649E+02,5.752555E-02,8.074491E-02,1.168678E+03,1.040532E+03,6.030163E-02,1.019653E-01,2.059436E+02,2.619806E+02,1.062869E-02,2.567118E-02,6.698334E+02,6.073538E+02,3.456591E-02,5.951592E-02
19:30:00,2.140328E+03,1.680739E+03,1.104355E-01,1.647031E-01,9.150784E+02,5.689030E+02,4.721240E-02,5.574900E-02,2.210884E+02,1.919480E+02,1.140590E-02,1.880889E-02,5.185535E+02,3.330549E+02,2.675747E-02,3.263699E-02,1.115249E+03,7.611038E+02,5.751735E-02,7.458485E-02,1.167901E+03,9.981323E+02,6.025986E-02,9.781038E-02,2.056050E+02,2.576829E+02,1.061111E-02,2.525005E-02,6.691732E+02,5.920708E+02,3.453113E-02,5.801828E-02
19:40:00,2.138820E+03,1.638373E+03,1.103560E-01,1.605516E-01,9.145815E+02,5.459485E+02,4.718610E-02,5.349961E-02,2.210069E+02,1.791840E+02,1.140161E-02,1.755818E-02,5.181254E+02,3.286680E+02,2.673503E-02,3.220711E-02,1.115130E+03,7.041858E+02,5.751057E-02,6.900725E-02,1.167110E+03,9.592569E+02,6.021820E-02,9.400087E-02,2.052744E+02,2.534166E+02,1.059397E-02,2.483201E-02,6.685151E+02,5.773493E+02,3.449673E-02,5.657569E-02
19:50:00,2.137311E+03,1.601538E+03,1.102775E-01,1.569420E-01,9.140853E+02,5.265848E+02,4.716031E-02,5.160213E-02,2.209265E+02,1.683072E+02,1.139747E-02,1.649239E-02,5.177017E+02,3.244373E+02,2.671302E-02,3.179254E-02,1.115005E+03,6.560008E+02,5.750407E-02,6.428547E-02,1.166322E+03,9.263612E+02,6.017716E-02,9.077740E-02,2.049517E+02,2.492652E+02,1.057726E-02,2.442522E-02,6.678641E+02,5.641202E+02,3.446292E-02,5.527936E-02
20:00:00,2.135813E+03,1.569978E+03,1.102000E-01,1.538495E-01,9.135938E+02,5.108091E+02,4.713494E-02,5.005629E-02,2.208465E+02,1.592904E+02,1.139335E-02,1.560887E-02,5.172827E+02,3.204176E+02,2.669135E-02,3.139864E-02,1.114873E+03,6.163496E+02,5.749724E-02,6.040002E-02,1.165540E+03,8.993458E+02,6.013672E-02,8.813019E-02,2.046344E+02,2.452982E+02,1.056085E-02,2.403651E-02,6.672199E+02,5.525719E+02,3.442957E-02,5.414775E-02
20:10:00,2.134335E+03,1.543110E+03,1.101236E-01,1.512167E-01,9.131092E+02,4.982623E+02,4.710994E-02,4.882687E-02,2.207668E+02,1.519254E+02,1.138924E-02,1.488721E-02,5.168698E+02,3.166424E+02,2.667002E-02,3.102871E-02,1.114736E+03,5.843109E+02,5.749012E-02,5.726055E-02,1.164768E+03,8.775661E+02,6.009690E-02,8.599607E-02,2.043224E+02,2.415774E+02,1.054473E-02,2.367192E-02,6.665846E+02,5.427382E+02,3.439674E-02,5.318416E-02
20:20:00,2.132883E+03,1.519684E+03,1.100486E-01,1.489213E-01,9.126326E+02,4.878555E+02,4.708534E-02,4.780716E-02,2.206878E+02,1.457543E+02,1.138515E-02,1.428253E-02,5.164640E+02,3.131448E+02,2.664908E-02,3.068599E-02,1.114596E+03,5.577879E+02,5.748289E-02,5.466159E-02,1.164010E+03,8.593351E+02,6.005777E-02,8.420971E-02,2.040161E+02,2.381524E+02,1.052891E-02,2.333631E-02,6.659602E+02,5.342520E+02,3.436449E-02,5.235264E-02
20:30:00,2.131458E+03,1.498415E+03,1.099751E-01,1.468372E-01,9.121646E+02,4.788277E+02,4.706118E-02,4.692258E-02,2.206097E+02,1.404356E+02,1.138112E-02,1.376138E-02,5.160659E+02,3.098709E+02,2.662853E-02,3.036518E-02,1.114455E+03,5.350175E+02,5.747564E-02,5.243033E-02,1.163266E+03,8.433546E+02,6.001937E-02,8.264385E-02,2.037156E+02,2.349913E+02,1.051339E-02,2.302657E-02,6.653474E+02,5.266671E+02,3.433285E-02,5.160943E-02
20:40:00,2.130061E+03,1.478714E+03,1.099030E-01,1.449067E-01,9.117056E+02,4.708188E+02,4.703749E-02,4.613781E-02,2.205327E+02,1.357775E+02,1.137715E-02,1.330496E-02,5.156757E+02,3.067915E+02,2.660839E-02,3.006344E-02,1.114315E+03,5.150900E+02,5.746838E-02,5.047764E-02,1.162537E+03,8.290089E+02,5.998173E-02,8.123817E-02,2.034211E+02,2.320744E+02,1.049819E-02,2.274076E-02,6.647467E+02,5.197760E+02,3.430184E-02,5.093420E-02
20:50:00,2.128694E+03,1.460240E+03,1.098324E-01,1.430965E-01,9.112562E+02,4.636019E+02,4.701430E-02,4.543065E-02,2.204569E+02,1.316463E+02,1.137324E-02,1.290015E-02,5.152935E+02,3.038853E+02,2.658866E-02,2.977866E-02,1.114175E+03,4.974095E+02,5.746116E-02,4.874511E-02,1.161823E+03,8.159233E+02,5.994487E-02,7.995594E-02,2.031326E+02,2.293769E+02,1.048329E-02,2.247644E-02,6.641583E+02,5.134454E+02,3.427147E-02,5.031389E-02
21:00:00,2.127355E+03,1.442762E+03,1.097634E-01,1.413838E-01,9.108164E+02,4.570151E+02,4.699161E-02,4.478522E-02,2.203824E+02,1.279419E+02,1.136940E-02,1.253718E-02,5.149195E+02,3.011335E+02,2.656936E-02,2.950901E-02,1.114036E+03,4.815362E+02,5.745402E-02,4.718965E-02,1.161124E+03,8.038352E+02,5.990881E-02,7.877145E-02,2.028501E+02,2.268741E+02,1.046871E-02,2.223121E-02,6.635824E+02,5.075767E+02,3.424174E-02,4.973882E-02
21:10:00,2.126046E+03,1.426036E+03,1.096958E-01,1.397448E-01,9.103864E+02,4.509059E+02,4.696942E-02,4.418658E-02,2.203093E+02,1.245796E+02,1.136562E-02,1.220772E-02,5.145537E+02,2.985026E+02,2.655049E-02,2.925121E-02,1.113899E+03,4.670944E+02,5.744697E-02,4.577447E-02,1.160440E+03,7.925134E+02,5.987354E-02,7.766202E-02,2.025737E+02,2.245384E+02,1.045444E-02,2.200234E-02,6.630188E+02,5.020721E+02,3.421266E-02,4.919944E-02
21:20:00,2.124766E+03,1.409933E+03,1.096298E-01,1.381668E-01,9.099662E+02,4.451795E+02,4.694774E-02,4.362545E-02,2.202375E+02,1.214983E+02,1.136192E-02,1.190579E-02,5.141960E+02,2.959773E+02,2.653203E-02,2.900376E-02,1.113765E+03,4.538180E+02,5.744003E-02,4.447347E-02,1.159772E+03,7.818100E+02,5.983906E-02,7.661320E-02,2.023032E+02,2.223483E+02,1.044048E-02,2.178774E-02,6.624677E+02,4.968702E+02,3.418422E-02,4.868971E-02
21:30:00,2.123515E+03,1.394353E+03,1.095652E-01,1.366401E-01,9.095557E+02,4.397623E+02,4.692656E-02,4.309462E-02,2.201672E+02,1.186494E+02,1.135830E-02,1.162663E-02,5.138464E+02,2.935439E+02,2.651399E-02,2.876531E-02,1.113633E+03,4.414983E+02,5.743321E-02,4.326622E-02,1.159119E+03,7.716123E+02,5.980536E-02,7.561392E-02,2.020387E+02,2.202849E+02,1.042683E-02,2.158556E-02,6.619288E+02,4.919213E+02,3.415641E-02,4.820478E-02
21:40:00,2.122292E+03,1.379222E+03,1.095021E-01,1.351574E-01,9.091548E+02,4.345973E+02,4.690588E-02,4.258849E-02,2.200984E+02,1.159939E+02,1.135475E-02,1.136643E-02,5.135048E+02,2.911907E+02,2.649636E-02,2.853472E-02,1.113503E+03,4.299706E+02,5.742653E-02,4.213658E-02,1.158481E+03,7.618336E+02,5.977243E-02,7.465570E-02,2.017801E+02,2.183316E+02,1.041349E-02,2.139416E-02,6.614020E+02,4.871859E+02,3.412923E-02,4.774077E-02
21:50:00,2.121097E+03,1.364481E+03,1.094404E-01,1.337128E-01,9.087634E+02,4.296397E+02,4.688568E-02,4.210269E-02,2.200311E+02,1.135009E+02,1.135127E-02,1.112214E-02,5.131710E+02,2.889077E+02,2.647914E-02,2.831101E-02,1.113376E+03,4.191046E+02,5.741998E-02,4.107177E-02,1.157857E+03,7.524073E+02,5.974026E-02,7.373200E-02,2.015273E+02,2.164742E+02,1.040044E-02,2.121217E-02,6.608871E+02,4.826322E+02,3.410266E-02,4.729455E-02
22:00:00,2.119929E+03,1.350085E+03,1.093802E-01,1.323022E-01,9.083813E+02,4.248548E+02,4.686597E-02,4.163381E-02,2.199652E+02,1.111454E+02,1.134787E-02,1.089133E-02,5.128450E+02,2.866866E+02,2.646232E-02,2.809336E-02,1.113252E+03,4.087964E+02,5.741358E-02,4.006162E-02,1.157248E+03,7.432817E+02,5.970883E-02,7.283776E-02,2.012803E+02,2.147006E+02,1.038769E-02,2.103838E-02,6.603839E+02,4.782346E+02,3.407669E-02,4.686364E-02
22:10:00,1.791869E+03,1.162955E+03,9.216083E-02,1.130543E-01,7.755455E+02,3.592590E+02,3.979952E-02,3.505579E-02,1.865170E+02,9.371534E+01,9.585757E-03,9.140498E-03,4.272345E+02,2.384652E+02,2.204489E-02,2.335809E-02,1.006182E+03,3.560108E+02,5.101536E-02,3.448851E-02,9.773589E+02,6.396938E+02,5.027752E-02,6.218839E-02,1.676302E+02,1.781757E+02,8.651076E-03,1.745933E-02,5.501095E+02,4.023792E+02,2.838639E-02,3.931217E-02
22:20:00,1.527152E+03,9.986005E+02,7.749507E-02,9.566160E-02,6.687848E+02,2.990863E+02,3.378441E-02,2.891516E-02,1.584085E+02,7.749198E+01,8.038605E-03,7.492031E-03,3.477471E+02,1.948154E+02,1.787434E-02,1.898453E-02,9.128412E+02,3.061996E+02,4.515466E-02,2.917778E-02,8.316613E+02,5.471242E+02,4.222259E-02,5.244421E-02,1.340228E+02,1.443540E+02,6.916661E-03,1.409609E-02,4.411407E+02,3.332294E+02,2.274980E-02,3.230044E-02
22:30:00,1.308665E+03,8.551647E+02,6.468936E-02,7.990029E-02,5.775935E+02,2.455578E+02,2.839516E-02,2.330551E-02,1.330458E+02,6.228812E+01,6.601397E-03,5.929841E-03,2.774825E+02,1.537916E+02,1.407768E-02,1.482502E-02,8.321173E+02,2.610188E+02,3.979689E-02,2.425680E-02,7.087923E+02,4.653925E+02,3.508749E-02,4.355085E-02,1.004570E+02,1.122055E+02,5.184394E-03,1.087173E-02,3.437802E+02,2.717220E+02,1.758270E-02,2.588933E-02
22:40:00,1.109673E+03,7.272851E+02,5.266267E-02,6.537051E-02,4.927124E+02,1.977556E+02,2.325756E-02,1.815043E-02,1.091730E+02,4.829484E+01,5.224001E-03,4.468685E-03,2.133601E+02,1.177000E+02,1.052680E-02,1.104898E-02,7.584072E+02,2.198168E+02,3.472042E-02,1.967749E-02,5.952224E+02,3.922596E+02,2.832370E-02,3.534338E-02,6.693191E+01,8.342819E+01,3.454227E-03,7.909375E-03,2.559911E+02,2.183156E+02,1.280001E-02,2.011588E-02
22:50:00,9.240999E+02,6.051652E+02,4.117693E-02,5.133371E-02,4.135777E+02,1.517842E+02,1.835135E-02,1.315246E-02,8.681342E+01,3.516558E+01,3.907474E-03,3.081741E-03,1.536576E+02,8.314451E+01,7.153052E-03,7.398630E-03,6.905700E+02,1.813571E+02,2.987959E-02,1.534317E-02,4.896369E+02,3.228290E+02,2.188166E-02,2.745198E-02,3.344654E+01,5.645227E+01,1.726112E-03,5.091572E-03,1.744179E+02,1.657549E+02,8.267016E-03,1.442226E-02
23:00:00,7.470692E+02,4.882019E+02,3.003639E-02,3.774228E-02,3.381723E+02,1.080173E+02,1.359557E-02,8.340052E-03,6.564244E+01,2.279407E+01,2.638793E-03,1.760484E-03,9.747788E+01,4.983368E+01,3.921415E-03,3.851570E-03,6.275034E+02,1.450568E+02,2.523058E-02,1.120742E-02,3.892326E+02,2.565939E+02,1.564881E-02,1.983673E-02,0.000000E+00,3.036130E+01,0.000000E+00,2.347586E-03,9.877426E+01,1.160718E+02,3.973181E-03,8.964806E-03
23:10:00,9.030046E+02,5.479092E+02,3.630129E-02,4.234500E-02,3.983431E+02,1.267876E+02,1.601272E-02,9.788151E-03,7.875593E+01,2.629401E+01,3.165192E-03,2.030124E-03,1.288656E+02,6.390551E+01,5.182762E-03,4.937071E-03,6.752766E+02,1.535451E+02,2.713004E-02,1.185366E-02,4.718611E+02,2.874782E+02,1.896781E-02,2.221605E-02,0.000000E+00,4.035054E+01,0.000000E+00,3.118283E-03,1.358993E+02,1.398187E+02,5.465147E-03,1.079674E-02
23:20:00,1.001229E+03,5.882467E+02,4.024038E-02,4.540696E-02,4.354289E+02,1.416471E+02,1.749898E-02,1.093297E-02,8.740605E+01,2.930233E+01,3.511852E-03,2.261380E-03,1.560685E+02,7.453839E+01,6.275656E-03,5.756276E-03,7.126726E+02,1.610444E+02,2.862613E-02,1.242904E-02,5.237618E+02,3.096454E+02,2.105035E-02,2.390085E-02,0.000000E+00,4.872289E+01,0.000000E+00,3.763531E-03,1.743335E+02,1.586123E+02,7.009347E-03,1.224016E-02
23:30:00,1.057893E+03,6.106594E+02,4.250911E-02,4.711906E-02,4.594954E+02,1.511947E+02,1.846250E-02,1.166639E-02,9.415371E+01,3.193091E+01,3.782553E-03,2.464030E-03,1.758094E+02,8.357061E+01,7.065988E-03,6.448342E-03,7.402343E+02,1.656272E+02,2.973117E-02,1.278319E-02,5.558258E+02,3.229924E+02,2.233432E-02,2.492255E-02,0.000000E+00,5.641846E+01,0.000000E+00,4.353040E-03,2.032231E+02,1.713250E+02,8.167910E-03,1.321889E-02
23:40:00,1.099271E+03,6.201865E+02,4.417007E-02,4.785502E-02,4.795433E+02,1.561972E+02,1.926715E-02,1.205266E-02,1.002877E+02,3.392068E+01,4.028777E-03,2.617643E-03,1.909651E+02,8.859831E+01,7.673690E-03,6.836110E-03,7.631259E+02,1.677193E+02,3.064927E-02,1.294506E-02,5.813056E+02,3.295288E+02,2.335718E-02,2.542739E-02,0.000000E+00,6.165248E+01,0.000000E+00,4.756703E-03,2.246075E+02,1.773359E+02,9.026011E-03,1.368287E-02
23:50:00,1.130965E+03,6.263641E+02,4.544226E-02,4.833231E-02,4.958748E+02,1.604236E+02,1.992267E-02,1.237899E-02,1.057215E+02,3.555750E+01,4.246928E-03,2.743997E-03,2.032509E+02,9.293027E+01,8.167107E-03,7.170449E-03,7.821145E+02,1.683693E+02,3.141110E-02,1.299537E-02,6.012258E+02,3.339635E+02,2.415682E-02,2.576994E-02,0.000000E+00,6.591305E+01,0.000000E+00,5.085447E-03,2.415635E+02,1.837620E+02,9.707142E-03,1.417885E-02
24:00:00,1.157474E+03,6.295844E+02,4.650621E-02,4.858129E-02,5.102854E+02,1.633934E+02,2.050109E-02,1.260833E-02,1.107155E+02,3.689388E+01,4.447447E-03,2.847155E-03,2.133229E+02,9.678056E+01,8.571594E-03,7.467632E-03,7.979943E+02,1.680035E+02,3.204807E-02,1.296719E-02,6.181428E+02,3.366494E+02,2.483587E-02,2.597748E-02,2.211229E+00,7.004183E+01,8.898524E-05,5.404032E-03,2.543841E+02,1.884533E+02,1.022209E-02,1.454097E-02
Peak,2.144737E+03,2.392414E+03,1.106748E-01,2.344442E-01,9.165151E+02,7.307150E+02,4.729241E-02,7.160625E-02,2.327605E+02,3.994474E+02,1.196976E-02,3.914170E-02,5.785273E+02,6.012170E+02,2.971822E-02,5.891458E-02,1.115540E+03,1.408472E+03,5.754530E-02,1.380246E-01,1.175738E+03,1.360863E+03,6.039949E-02,1.333566E-01,3.216061E+02,4.781304E+02,1.651115E-02,4.649083E-02,7.647531E+02,1.024245E+03,3.926882E-02,1.003677E-01

Peak Vol Flow (m3/s),,,9.196443E-02,1.948097E-01,,,3.929729E-02,5.950070E-02,,,9.946185E-03,3.252451E-02,,,2.469414E-02,4.895465E-02,,,4.781685E-02,1.146906E-01,,,5.018853E-02,1.108117E-01,,,1.371982E-02,3.863122E-02,,,3.263014E-02,8.339984E-02
