Time,ROOM_5584D19A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_5584D19A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_5584D19A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_5584D19A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7404D1B3:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7404D1B3:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7404D1B3:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7404D1B3:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_87D1E06E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_87D1E06E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_87D1E06E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_87D1E06E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_EAAB9156:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_EAAB9156:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_EAAB9156:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_EAAB9156:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F4C6283E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F4C6283E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F4C6283E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F4C6283E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F6DD9BCA:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F6DD9BCA:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F6DD9BCA:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F6DD9BCA:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
15:50:00,7.029180E+02,1.049392E+03,3.627840E-02,1.028324E-01,3.911278E+02,9.180404E+02,2.018561E-02,8.995960E-02,3.027186E+02,5.455645E+02,1.562407E-02,5.346015E-02,1.090078E+02,2.736071E+02,5.625918E-03,2.681029E-02,2.516278E+02,5.128168E+02,1.298609E-02,5.025156E-02,1.037216E+03,1.994157E+03,5.353247E-02,1.954114E-01
16:00:00,7.010109E+02,1.042602E+03,3.617997E-02,1.021670E-01,3.905195E+02,9.292767E+02,2.015421E-02,9.106058E-02,3.015644E+02,5.453253E+02,1.556450E-02,5.343671E-02,1.088013E+02,2.788642E+02,5.615262E-03,2.732540E-02,2.512663E+02,5.215717E+02,1.296743E-02,5.110941E-02,1.034071E+03,1.968019E+03,5.337016E-02,1.928502E-01
16:10:00,6.991519E+02,1.035559E+03,3.608402E-02,1.014769E-01,3.899283E+02,9.386431E+02,2.012370E-02,9.197834E-02,3.004400E+02,5.448254E+02,1.550647E-02,5.338771E-02,1.086008E+02,2.834689E+02,5.604916E-03,2.777658E-02,2.509153E+02,5.291201E+02,1.294932E-02,5.184904E-02,1.031004E+03,1.942553E+03,5.321183E-02,1.903548E-01
16:20:00,6.973395E+02,1.028400E+03,3.599048E-02,1.007754E-01,3.893536E+02,9.461212E+02,2.009404E-02,9.271106E-02,2.993446E+02,5.441857E+02,1.544993E-02,5.332502E-02,1.084062E+02,2.873794E+02,5.594870E-03,2.815974E-02,2.505743E+02,5.354251E+02,1.293172E-02,5.246683E-02,1.028011E+03,1.918337E+03,5.305738E-02,1.879818E-01
16:30:00,6.955722E+02,1.021424E+03,3.589927E-02,1.000918E-01,3.887949E+02,9.516284E+02,2.006520E-02,9.325066E-02,2.982771E+02,5.435874E+02,1.539483E-02,5.326639E-02,1.082171E+02,2.905494E+02,5.585113E-03,2.847035E-02,2.502431E+02,5.404752E+02,1.291462E-02,5.296165E-02,1.025091E+03,1.895625E+03,5.290667E-02,1.857563E-01
16:40:00,6.938489E+02,1.014890E+03,3.581033E-02,9.945154E-02,3.882516E+02,9.550611E+02,2.003716E-02,9.358698E-02,2.972368E+02,5.431643E+02,1.534114E-02,5.322493E-02,1.080335E+02,2.929361E+02,5.575633E-03,2.870420E-02,2.499212E+02,5.442556E+02,1.289801E-02,5.333206E-02,1.022242E+03,1.874440E+03,5.275960E-02,1.836803E-01
16:50:00,6.921680E+02,1.009017E+03,3.572357E-02,9.887604E-02,3.877231E+02,9.562564E+02,2.000989E-02,9.370407E-02,2.962228E+02,5.430353E+02,1.528880E-02,5.321229E-02,1.078550E+02,2.944973E+02,5.566423E-03,2.885716E-02,2.496083E+02,5.467433E+02,1.288186E-02,5.357580E-02,1.019461E+03,1.854657E+03,5.261607E-02,1.817418E-01
17:00:00,6.905285E+02,1.003561E+03,3.563895E-02,9.834145E-02,3.872091E+02,9.544528E+02,1.998336E-02,9.352729E-02,2.952342E+02,5.431433E+02,1.523778E-02,5.322288E-02,1.076816E+02,2.950247E+02,5.557471E-03,2.890882E-02,2.493042E+02,5.475266E+02,1.286617E-02,5.365252E-02,1.016746E+03,1.835519E+03,5.247597E-02,1.798665E-01
17:10:00,6.889290E+02,9.988776E+02,3.555640E-02,9.788251E-02,3.867091E+02,9.498179E+02,1.995755E-02,9.307307E-02,2.942704E+02,5.436285E+02,1.518804E-02,5.327043E-02,1.075130E+02,2.945728E+02,5.548770E-03,2.886453E-02,2.490085E+02,5.467801E+02,1.285091E-02,5.357934E-02,1.014097E+03,1.816896E+03,5.233921E-02,1.780417E-01
17:20:00,6.873685E+02,9.949400E+02,3.547586E-02,9.749668E-02,3.862225E+02,9.422851E+02,1.993244E-02,9.233488E-02,2.933306E+02,5.444004E+02,1.513953E-02,5.334607E-02,1.073491E+02,2.931369E+02,5.540310E-03,2.872381E-02,2.487210E+02,5.444944E+02,1.283607E-02,5.335533E-02,1.011510E+03,1.798376E+03,5.220570E-02,1.762269E-01
17:30:00,6.858457E+02,9.914612E+02,3.539727E-02,9.715582E-02,3.857489E+02,9.317588E+02,1.990800E-02,9.130337E-02,2.924140E+02,5.452702E+02,1.509222E-02,5.343132E-02,1.071897E+02,2.907010E+02,5.532084E-03,2.848512E-02,2.484414E+02,5.405728E+02,1.282164E-02,5.297103E-02,1.008984E+03,1.779691E+03,5.207533E-02,1.743960E-01
17:40:00,6.843597E+02,9.881177E+02,3.532057E-02,9.682820E-02,3.852880E+02,9.181363E+02,1.988421E-02,8.996846E-02,2.915201E+02,5.460598E+02,1.504608E-02,5.350870E-02,1.070347E+02,2.872416E+02,5.524084E-03,2.814612E-02,2.481694E+02,5.348920E+02,1.280760E-02,5.241434E-02,1.006517E+03,1.760753E+03,5.194803E-02,1.725403E-01
17:50:00,6.829094E+02,9.845671E+02,3.524572E-02,9.648029E-02,3.848393E+02,9.013478E+02,1.986106E-02,8.832332E-02,2.906480E+02,5.465717E+02,1.500108E-02,5.355886E-02,1.068839E+02,2.827416E+02,5.516303E-03,2.770517E-02,2.479048E+02,5.273339E+02,1.279394E-02,5.167370E-02,1.004109E+03,1.741478E+03,5.182371E-02,1.706514E-01
18:00:00,6.814937E+02,9.808501E+02,3.517266E-02,9.611606E-02,3.844025E+02,8.819037E+02,1.983851E-02,8.641796E-02,2.897973E+02,5.467413E+02,1.495717E-02,5.357548E-02,1.067372E+02,2.773417E+02,5.508733E-03,2.717604E-02,2.476473E+02,5.181303E+02,1.278066E-02,5.077182E-02,1.001756E+03,1.722340E+03,5.170228E-02,1.687761E-01
18:10:00,7.112257E+02,9.763243E+02,3.670716E-02,9.567257E-02,4.032753E+02,8.593698E+02,2.081251E-02,8.420984E-02,2.990389E+02,5.462601E+02,1.543415E-02,5.352832E-02,1.113734E+02,2.709226E+02,5.748005E-03,2.654704E-02,2.602127E+02,5.069163E+02,1.342913E-02,4.967294E-02,1.042421E+03,1.703057E+03,5.380108E-02,1.668865E-01
18:20:00,7.410043E+02,9.705043E+02,3.824396E-02,9.510225E-02,4.221652E+02,8.335609E+02,2.178730E-02,8.168080E-02,3.083040E+02,5.448819E+02,1.591232E-02,5.339326E-02,1.160145E+02,2.634355E+02,5.987517E-03,2.581340E-02,2.727886E+02,4.934796E+02,1.407808E-02,4.835625E-02,1.083159E+03,1.683455E+03,5.590351E-02,1.649657E-01
18:30:00,7.708359E+02,9.625016E+02,3.978330E-02,9.431803E-02,4.410822E+02,8.034638E+02,2.276312E-02,7.873156E-02,3.175937E+02,5.421217E+02,1.639174E-02,5.312276E-02,1.206627E+02,2.545777E+02,6.227322E-03,2.494543E-02,2.853816E+02,4.770496E+02,1.472765E-02,4.674626E-02,1.123975E+03,1.663289E+03,5.800976E-02,1.629896E-01
18:40:00,8.007242E+02,9.522858E+02,4.132529E-02,9.331693E-02,4.600235E+02,7.698696E+02,2.373981E-02,7.543964E-02,3.269094E+02,5.379203E+02,1.687244E-02,5.271104E-02,1.253174E+02,2.445674E+02,6.467390E-03,2.396454E-02,2.979895E+02,4.580445E+02,1.537772E-02,4.488392E-02,1.164876E+03,1.642533E+03,6.012010E-02,1.609557E-01
18:50:00,8.306610E+02,9.390133E+02,4.286956E-02,9.201628E-02,4.789831E+02,7.318912E+02,2.471721E-02,7.171810E-02,3.362492E+02,5.317665E+02,1.735435E-02,5.210801E-02,1.299776E+02,2.331226E+02,6.707695E-03,2.284309E-02,3.106085E+02,4.357629E+02,1.602820E-02,4.270052E-02,1.205851E+03,1.621063E+03,6.223406E-02,1.588518E-01
19:00:00,8.606396E+02,9.229276E+02,4.441584E-02,9.043994E-02,4.979578E+02,6.907477E+02,2.569532E-02,6.768642E-02,3.456118E+02,5.237395E+02,1.783739E-02,5.132140E-02,1.346428E+02,2.205830E+02,6.948243E-03,2.161436E-02,3.232369E+02,4.109401E+02,1.667913E-02,4.026810E-02,1.246894E+03,1.598866E+03,6.435129E-02,1.566767E-01
19:10:00,8.595417E+02,9.045981E+02,4.435815E-02,8.864374E-02,4.976482E+02,6.480050E+02,2.567820E-02,6.349804E-02,3.449244E+02,5.140897E+02,1.780171E-02,5.037578E-02,1.345339E+02,2.073883E+02,6.942396E-03,2.032144E-02,3.230580E+02,3.845785E+02,1.666911E-02,3.768490E-02,1.245034E+03,1.576117E+03,6.425414E-02,1.544475E-01
19:20:00,8.584643E+02,8.850998E+02,4.430159E-02,8.673299E-02,4.973456E+02,6.059202E+02,2.566155E-02,5.937414E-02,3.442541E+02,5.033922E+02,1.776691E-02,4.932749E-02,1.344284E+02,1.941999E+02,6.936740E-03,1.902914E-02,3.228834E+02,3.582042E+02,1.665938E-02,3.510047E-02,1.243211E+03,1.552915E+03,6.415895E-02,1.521739E-01
19:30:00,8.573979E+02,8.660360E+02,4.424577E-02,8.486485E-02,4.970390E+02,5.672098E+02,2.564504E-02,5.558092E-02,3.435982E+02,4.924792E+02,1.773289E-02,4.825810E-02,1.343237E+02,1.818254E+02,6.931201E-03,1.781660E-02,3.227057E+02,3.336755E+02,1.664975E-02,3.269690E-02,1.241415E+03,1.530090E+03,6.406528E-02,1.499372E-01
19:40:00,8.563364E+02,8.478785E+02,4.419045E-02,8.308555E-02,4.967299E+02,5.322999E+02,2.562880E-02,5.216015E-02,3.429540E+02,4.816790E+02,1.769951E-02,4.719977E-02,1.342201E+02,1.704333E+02,6.925790E-03,1.670033E-02,3.225264E+02,3.113544E+02,1.664032E-02,3.050968E-02,1.239633E+03,1.507965E+03,6.397267E-02,1.477691E-01
19:50:00,8.552856E+02,8.318422E+02,4.413591E-02,8.151414E-02,4.964234E+02,5.030762E+02,2.561292E-02,4.929659E-02,3.423220E+02,4.717710E+02,1.766679E-02,4.622889E-02,1.341182E+02,1.606394E+02,6.920513E-03,1.574067E-02,3.223486E+02,2.926002E+02,1.663111E-02,2.867199E-02,1.237874E+03,1.486932E+03,6.388141E-02,1.457081E-01
20:00:00,8.542503E+02,8.180834E+02,4.408231E-02,8.016593E-02,4.961217E+02,4.792560E+02,2.559736E-02,4.696253E-02,3.417023E+02,4.629692E+02,1.763474E-02,4.536641E-02,1.340182E+02,1.524221E+02,6.915350E-03,1.493550E-02,3.221736E+02,2.773140E+02,1.662209E-02,2.717415E-02,1.236141E+03,1.467224E+03,6.379168E-02,1.437769E-01
20:10:00,8.532329E+02,8.065630E+02,4.402971E-02,7.903708E-02,4.958253E+02,4.601755E+02,2.558207E-02,4.509293E-02,3.410949E+02,4.553738E+02,1.760335E-02,4.462217E-02,1.339201E+02,1.456475E+02,6.910287E-03,1.427169E-02,3.220014E+02,2.651250E+02,1.661321E-02,2.597980E-02,1.234437E+03,1.449010E+03,6.370358E-02,1.419921E-01
20:20:00,8.522348E+02,7.966922E+02,4.397814E-02,7.806990E-02,4.955343E+02,4.443579E+02,2.556705E-02,4.354306E-02,3.404998E+02,4.487474E+02,1.757261E-02,4.397288E-02,1.338238E+02,1.399244E+02,6.905319E-03,1.371093E-02,3.218324E+02,2.550772E+02,1.660448E-02,2.499528E-02,1.232765E+03,1.432422E+03,6.361715E-02,1.403666E-01
20:30:00,8.512622E+02,7.878526E+02,4.392791E-02,7.720375E-02,4.952503E+02,4.307515E+02,2.555239E-02,4.220984E-02,3.399206E+02,4.428624E+02,1.754269E-02,4.339624E-02,1.337300E+02,1.349772E+02,6.900476E-03,1.322618E-02,3.216673E+02,2.464857E+02,1.659596E-02,2.415344E-02,1.231134E+03,1.417015E+03,6.353292E-02,1.388570E-01
20:40:00,8.503145E+02,7.797641E+02,4.387898E-02,7.641120E-02,4.949735E+02,4.188032E+02,2.553810E-02,4.103908E-02,3.393568E+02,4.375960E+02,1.751358E-02,4.288022E-02,1.336386E+02,1.306477E+02,6.895760E-03,1.280196E-02,3.215063E+02,2.389941E+02,1.658765E-02,2.341938E-02,1.229544E+03,1.402590E+03,6.345082E-02,1.374435E-01
20:50:00,8.493901E+02,7.722677E+02,4.383125E-02,7.567666E-02,4.947036E+02,4.081511E+02,2.552417E-02,3.999533E-02,3.388073E+02,4.328517E+02,1.748521E-02,4.241535E-02,1.335496E+02,1.268208E+02,6.891167E-03,1.242698E-02,3.213494E+02,2.323674E+02,1.657956E-02,2.277005E-02,1.227992E+03,1.389006E+03,6.337069E-02,1.361124E-01
21:00:00,8.484880E+02,7.652491E+02,4.378469E-02,7.498893E-02,4.944405E+02,3.985290E+02,2.551060E-02,3.905249E-02,3.382714E+02,4.285445E+02,1.745754E-02,4.199331E-02,1.334629E+02,1.234049E+02,6.886692E-03,1.209228E-02,3.211965E+02,2.264309E+02,1.657167E-02,2.218836E-02,1.226477E+03,1.376142E+03,6.329243E-02,1.348519E-01
21:10:00,8.476075E+02,7.585988E+02,4.373925E-02,7.433728E-02,4.941841E+02,3.897218E+02,2.549737E-02,3.818950E-02,3.377487E+02,4.245959E+02,1.743056E-02,4.160641E-02,1.333784E+02,1.203238E+02,6.882334E-03,1.179038E-02,3.210474E+02,2.210423E+02,1.656398E-02,2.166034E-02,1.224996E+03,1.363862E+03,6.321600E-02,1.336486E-01
21:20:00,8.467480E+02,7.522537E+02,4.369489E-02,7.371553E-02,4.939341E+02,3.815777E+02,2.548447E-02,3.739147E-02,3.372386E+02,4.209476E+02,1.740423E-02,4.124892E-02,1.332962E+02,1.175200E+02,6.878088E-03,1.151565E-02,3.209022E+02,2.160999E+02,1.655648E-02,2.117605E-02,1.223549E+03,1.352086E+03,6.314133E-02,1.324947E-01
21:30:00,8.459033E+02,7.461640E+02,4.365130E-02,7.311880E-02,4.936889E+02,3.739781E+02,2.547182E-02,3.664680E-02,3.367373E+02,4.175506E+02,1.737835E-02,4.091607E-02,1.332155E+02,1.149467E+02,6.873925E-03,1.126350E-02,3.207598E+02,2.115240E+02,1.654913E-02,2.072766E-02,1.222126E+03,1.340746E+03,6.306789E-02,1.313835E-01
21:40:00,8.450734E+02,7.402908E+02,4.360847E-02,7.254329E-02,4.934484E+02,3.668305E+02,2.545941E-02,3.594642E-02,3.362446E+02,4.143646E+02,1.735292E-02,4.060389E-02,1.331364E+02,1.125661E+02,6.869843E-03,1.103023E-02,3.206202E+02,2.072515E+02,1.654193E-02,2.030901E-02,1.220727E+03,1.329788E+03,6.299569E-02,1.303097E-01
21:50:00,8.442594E+02,7.346033E+02,4.356646E-02,7.198598E-02,4.932128E+02,3.600622E+02,2.544725E-02,3.528320E-02,3.357614E+02,4.113563E+02,1.732798E-02,4.030912E-02,1.330589E+02,1.103474E+02,6.865843E-03,1.081284E-02,3.204834E+02,2.032325E+02,1.653487E-02,1.991519E-02,1.219355E+03,1.319166E+03,6.292485E-02,1.292688E-01
22:00:00,8.434618E+02,7.290773E+02,4.352530E-02,7.144448E-02,4.929821E+02,3.536156E+02,2.543535E-02,3.465151E-02,3.352877E+02,4.084984E+02,1.730353E-02,4.002908E-02,1.329830E+02,1.082658E+02,6.861926E-03,1.060887E-02,3.203496E+02,1.994273E+02,1.652797E-02,1.954233E-02,1.218009E+03,1.308843E+03,6.285541E-02,1.282573E-01
22:10:00,7.025513E+02,6.154068E+02,3.625387E-02,6.009489E-02,4.133486E+02,3.045184E+02,2.129686E-02,2.958369E-02,2.792084E+02,3.410458E+02,1.440939E-02,3.338192E-02,1.107874E+02,9.127019E+01,5.716634E-03,8.903741E-03,2.694170E+02,1.699699E+02,1.387164E-02,1.654462E-02,1.014445E+03,1.112419E+03,5.235048E-02,1.084737E-01
22:20:00,5.617779E+02,5.149501E+02,2.898952E-02,4.979079E-02,3.462502E+02,2.582648E+02,1.766386E-02,2.475727E-02,2.232104E+02,2.765213E+02,1.151945E-02,2.697841E-02,8.860489E+01,7.544679E+01,4.572016E-03,7.299335E-03,2.266030E+02,1.423618E+02,1.154220E-02,1.370743E-02,8.111121E+02,9.413069E+02,4.185747E-02,9.072385E-02
22:30:00,4.211388E+02,4.248538E+02,2.173210E-02,4.030344E-02,2.873502E+02,2.169843E+02,1.436013E-02,2.033532E-02,1.672922E+02,2.189644E+02,8.633619E-03,2.112486E-02,6.663831E+01,6.076337E+01,3.436232E-03,5.788232E-03,1.888015E+02,1.173290E+02,9.414411E-03,1.107909E-02,6.080056E+02,7.899894E+02,3.137615E-02,7.450336E-02
22:40:00,2.961141E+02,3.474279E+02,1.510411E-02,3.180755E-02,2.327166E+02,1.793679E+02,1.122750E-02,1.621708E-02,1.114521E+02,1.707516E+02,5.751824E-03,1.599237E-02,4.610543E+01,4.746598E+01,2.358264E-03,4.390316E-03,1.536560E+02,9.460925E+01,7.393134E-03,8.640761E-03,4.051211E+02,6.598722E+02,2.090629E-02,5.993729E-02
22:50:00,1.809516E+02,2.707371E+02,8.874547E-03,2.338685E-02,1.810713E+02,1.444138E+02,8.215311E-03,1.232519E-02,5.568860E+01,1.240546E+02,2.873978E-03,1.098545E-02,2.721256E+01,3.493783E+01,1.346312E-03,3.058333E-03,1.204609E+02,7.327263E+01,5.450429E-03,6.321384E-03,2.070764E+02,5.317181E+02,1.063666E-02,4.555714E-02
23:00:00,7.246276E+01,1.982307E+02,2.913650E-03,1.530701E-02,1.320479E+02,1.114264E+02,5.308831E-03,8.605184E-03,0.000000E+00,7.918082E+01,0.000000E+00,6.128033E-03,9.482730E+00,2.317731E+01,3.812044E-04,1.791844E-03,8.896103E+01,5.313532E+01,3.576043E-03,4.106271E-03,4.678212E+01,4.102784E+02,1.893522E-03,3.172865E-02
23:10:00,1.107949E+02,2.365078E+02,4.454178E-03,1.825955E-02,1.644645E+02,1.230611E+02,6.611213E-03,9.498652E-03,0.000000E+00,1.010594E+02,0.000000E+00,7.815453E-03,1.493651E+01,2.711035E+01,6.003734E-04,2.095096E-03,1.096372E+02,5.985473E+01,4.406662E-03,4.624039E-03,8.983304E+01,4.792327E+02,3.623789E-03,3.704198E-02
23:20:00,1.526066E+02,2.638981E+02,6.134537E-03,2.036609E-02,1.858518E+02,1.335767E+02,7.469045E-03,1.030765E-02,0.000000E+00,1.217056E+02,0.000000E+00,9.400678E-03,2.123149E+01,3.056960E+01,8.533430E-04,2.359363E-03,1.233525E+02,6.578903E+01,4.957159E-03,5.077587E-03,1.360611E+02,5.266449E+02,5.481686E-03,4.064976E-02
23:30:00,1.975338E+02,2.829922E+02,7.940004E-03,2.183457E-02,2.009750E+02,1.406332E+02,8.075554E-03,1.085169E-02,0.000000E+00,1.369039E+02,0.000000E+00,1.056324E-02,2.804983E+01,3.351323E+01,1.127309E-03,2.585855E-03,1.330243E+02,7.009043E+01,5.345057E-03,5.408419E-03,1.892545E+02,5.576148E+02,7.619444E-03,4.302304E-02
23:40:00,2.296252E+02,2.912625E+02,9.229164E-03,2.247292E-02,2.135588E+02,1.453613E+02,8.580785E-03,1.121678E-02,0.000000E+00,1.441220E+02,0.000000E+00,1.111958E-02,3.404377E+01,3.562855E+01,1.368073E-03,2.749122E-03,1.410571E+02,7.291593E+01,5.667519E-03,5.626579E-03,2.465415E+02,5.703944E+02,9.921681E-03,4.400940E-02
23:50:00,2.543193E+02,3.004619E+02,1.022040E-02,2.318292E-02,2.247601E+02,1.486118E+02,9.030508E-03,1.146777E-02,0.000000E+00,1.510528E+02,0.000000E+00,1.165435E-02,3.881648E+01,3.747301E+01,1.559778E-03,2.891480E-03,1.481490E+02,7.510447E+01,5.952217E-03,5.795550E-03,3.027753E+02,5.839386E+02,1.217831E-02,4.505469E-02
24:00:00,2.745025E+02,3.069888E+02,1.103129E-02,2.368672E-02,2.347976E+02,1.509525E+02,9.433525E-03,1.164850E-02,1.659572E+00,1.572715E+02,6.694641E-05,1.213420E-02,4.298749E+01,3.899592E+01,1.727315E-03,3.009022E-03,1.544877E+02,7.676156E+01,6.206697E-03,5.923491E-03,3.245683E+02,5.932617E+02,1.304386E-02,4.577427E-02
Peak,9.997849E+02,1.386027E+03,5.130965E-02,1.358198E-01,5.319011E+02,9.562564E+02,2.733949E-02,9.370407E-02,5.076447E+02,5.741345E+02,2.604088E-02,5.576816E-02,1.681441E+02,2.950247E+02,8.642849E-03,2.890882E-02,3.431984E+02,5.475266E+02,1.764218E-02,5.365252E-02,1.494752E+03,2.292244E+03,7.666773E-02,2.246223E-01

Peak Vol Flow (m3/s),,,4.263538E-02,1.128585E-01,,,2.271755E-02,7.786272E-02,,,2.163848E-02,4.634015E-02,,,7.181713E-03,2.402158E-02,,,1.465964E-02,4.458217E-02,,,6.370650E-02,1.866483E-01
