Time,ROOM_123547F1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_123547F1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_123547F1:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_123547F1:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_14A32C2F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_14A32C2F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_14A32C2F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_14A32C2F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3B83C507:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3B83C507:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3B83C507:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3B83C507:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_50399FA2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_50399FA2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_50399FA2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_50399FA2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_64455466:BOSTON LOGAN INTL ARPT ANN HUM_N 99.6% CONDNS DP=>MCDB:Des Heat Load [W],ROOM_64455466:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_64455466:BOSTON LOGAN INTL ARPT ANN HUM_N 99.6% CONDNS DP=>MCDB:Des Heat Mass Flow [kg/s],ROOM_64455466:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7E27C7FA:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7E27C7FA:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7E27C7FA:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7E27C7FA:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_8223911F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_8223911F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_8223911F:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_8223911F:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_85EBD173:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_85EBD173:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_85EBD173:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_85EBD173:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_A37391F5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_A37391F5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_A37391F5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_A37391F5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_B7DA1FB5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_B7DA1FB5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_B7DA1FB5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_B7DA1FB5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_C8DF9F13:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_C8DF9F13:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_C8DF9F13:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_C8DF9F13:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E2453104:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E2453104:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E2453104:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E2453104:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,4.252136E+01,5.179806E+01,1.708840E-03,3.996611E-03,4.796369E+02,4.786079E+02,1.927423E-02,3.692904E-02,4.937473E+01,1.672324E+02,1.984331E-03,1.290307E-02,4.219975E+02,1.851212E+02,1.695389E-02,1.428547E-02,2.087509E+02,5.134995E+01,8.385310E-03,3.962669E-03,0.000000E+00,2.473628E+01,0.000000E+00,1.908386E-03,2.343420E+02,2.224492E+02,9.416457E-03,1.716451E-02,4.275687E+02,1.549620E+02,1.717713E-02,1.195825E-02,0.000000E+00,2.680765E+01,0.000000E+00,2.068347E-03,0.000000E+00,3.286960E+02,0.000000E+00,2.536013E-02,2.224092E+02,1.124679E+02,8.936568E-03,8.678245E-03,4.265560E+01,2.232881E+02,1.714763E-03,1.722803E-02
00:20:00,4.993877E+01,5.416299E+01,2.006891E-03,4.179113E-03,4.971740E+02,4.831285E+02,1.997858E-02,3.727799E-02,5.918342E+01,1.699679E+02,2.378495E-03,1.311416E-02,4.314115E+02,1.850341E+02,1.733171E-02,1.427878E-02,2.149579E+02,5.236224E+01,8.634452E-03,4.040804E-03,0.000000E+00,2.679941E+01,0.000000E+00,2.067554E-03,2.431018E+02,2.240236E+02,9.768221E-03,1.728605E-02,4.367662E+02,1.554240E+02,1.754624E-02,1.199394E-02,0.000000E+00,2.886612E+01,0.000000E+00,2.227182E-03,0.000000E+00,3.356182E+02,0.000000E+00,2.589423E-02,2.307860E+02,1.145502E+02,9.272953E-03,8.838968E-03,5.738377E+01,2.275911E+02,2.306668E-03,1.756007E-02
00:30:00,5.632148E+01,5.630678E+01,2.263352E-03,4.344548E-03,5.128964E+02,4.867051E+02,2.061014E-02,3.755404E-02,6.816553E+01,1.721617E+02,2.739436E-03,1.328344E-02,4.397125E+02,1.845027E+02,1.766517E-02,1.423778E-02,2.205178E+02,5.309990E+01,8.857795E-03,4.097734E-03,0.000000E+00,2.869824E+01,0.000000E+00,2.214045E-03,2.510389E+02,2.250289E+02,1.008704E-02,1.736363E-02,4.449495E+02,1.554334E+02,1.787499E-02,1.199466E-02,0.000000E+00,3.076372E+01,0.000000E+00,2.373603E-03,0.000000E+00,3.417011E+02,0.000000E+00,2.636357E-02,2.384737E+02,1.162257E+02,9.581780E-03,8.968284E-03,7.065234E+01,2.312226E+02,2.839464E-03,1.784030E-02
00:40:00,6.188925E+01,5.823759E+01,2.487058E-03,4.493544E-03,5.273229E+02,4.895130E+02,2.118967E-02,3.777073E-02,7.588061E+01,1.739000E+02,3.049448E-03,1.341756E-02,4.470999E+02,1.836168E+02,1.796199E-02,1.416940E-02,2.255158E+02,5.360076E+01,9.058599E-03,4.136382E-03,0.000000E+00,3.043882E+01,0.000000E+00,2.348327E-03,2.584215E+02,2.255695E+02,1.038361E-02,1.740534E-02,4.522932E+02,1.550760E+02,1.817006E-02,1.196707E-02,0.000000E+00,3.250041E+01,0.000000E+00,2.507605E-03,0.000000E+00,3.470746E+02,0.000000E+00,2.677815E-02,2.455527E+02,1.175549E+02,9.866179E-03,9.070862E-03,8.129596E+01,2.342929E+02,3.267182E-03,1.807720E-02
00:50:00,6.691072E+01,5.996792E+01,2.688807E-03,4.627067E-03,5.406305E+02,4.916905E+02,2.172427E-02,3.793875E-02,8.261167E+01,1.752551E+02,3.319910E-03,1.352211E-02,4.537033E+02,1.824494E+02,1.822732E-02,1.407929E-02,2.300208E+02,5.389896E+01,9.239602E-03,4.159388E-03,0.000000E+00,3.202479E+01,0.000000E+00,2.470679E-03,2.654355E+02,2.257306E+02,1.066539E-02,1.741777E-02,4.589150E+02,1.544227E+02,1.843613E-02,1.191664E-02,0.000000E+00,3.408272E+01,0.000000E+00,2.629694E-03,0.000000E+00,3.518453E+02,0.000000E+00,2.714621E-02,2.520513E+02,1.185896E+02,1.012727E-02,9.150707E-03,9.161972E+01,2.368932E+02,3.682042E-03,1.827782E-02
01:00:00,7.147446E+01,6.151283E+01,2.872164E-03,4.746277E-03,5.531489E+02,4.933492E+02,2.222718E-02,3.806673E-02,8.871889E+01,1.762888E+02,3.565301E-03,1.360185E-02,4.596439E+02,1.810598E+02,1.846602E-02,1.397204E-02,2.340681E+02,5.402504E+01,9.402224E-03,4.169110E-03,0.000000E+00,3.346559E+01,0.000000E+00,2.581831E-03,2.722073E+02,2.255828E+02,1.093747E-02,1.740634E-02,4.649245E+02,1.535319E+02,1.867760E-02,1.184788E-02,0.000000E+00,3.552350E+01,0.000000E+00,2.740860E-03,0.000000E+00,3.561026E+02,0.000000E+00,2.747465E-02,2.579710E+02,1.193745E+02,1.036511E-02,9.211269E-03,1.004968E+02,2.390998E+02,4.038754E-03,1.844807E-02
01:10:00,7.565759E+01,6.299743E+01,3.040228E-03,4.860830E-03,5.651577E+02,4.952440E+02,2.270964E-02,3.821290E-02,9.439907E+01,1.772459E+02,3.793531E-03,1.367568E-02,4.650267E+02,1.796742E+02,1.868231E-02,1.386508E-02,2.377214E+02,5.407095E+01,9.549019E-03,4.172644E-03,0.000000E+00,3.481957E+01,0.000000E+00,2.686284E-03,2.787065E+02,2.254174E+02,1.119862E-02,1.739355E-02,4.704183E+02,1.526180E+02,1.889835E-02,1.177734E-02,0.000000E+00,3.687627E+01,0.000000E+00,2.845232E-03,0.000000E+00,3.604491E+02,0.000000E+00,2.780997E-02,2.633879E+02,1.201139E+02,1.058275E-02,9.268317E-03,1.084343E+02,2.412896E+02,4.357703E-03,1.861700E-02
01:20:00,7.951662E+01,6.433914E+01,3.195270E-03,4.964355E-03,5.767395E+02,4.968404E+02,2.317497E-02,3.833604E-02,9.965801E+01,1.779920E+02,4.004835E-03,1.373322E-02,4.699306E+02,1.781801E+02,1.887936E-02,1.374977E-02,2.410257E+02,5.400775E+01,9.681789E-03,4.167759E-03,0.000000E+00,3.605675E+01,0.000000E+00,2.781725E-03,2.848074E+02,2.250725E+02,1.144376E-02,1.736692E-02,4.754660E+02,1.515810E+02,1.910118E-02,1.169729E-02,3.079873E-01,3.810426E+01,1.241380E-05,2.939975E-03,5.010755E+00,3.644510E+02,2.014005E-04,2.811870E-02,2.683407E+02,1.206927E+02,1.078175E-02,9.312970E-03,1.156146E+02,2.432244E+02,4.646217E-03,1.876626E-02
01:30:00,8.310548E+01,6.554994E+01,3.339459E-03,5.057777E-03,5.878014E+02,4.981913E+02,2.361943E-02,3.844025E-02,1.045225E+02,1.785623E+02,4.200288E-03,1.377721E-02,4.744260E+02,1.766099E+02,1.905999E-02,1.362858E-02,2.440225E+02,5.385620E+01,9.802199E-03,4.156057E-03,0.000000E+00,3.718825E+01,0.000000E+00,2.869014E-03,2.905296E+02,2.245867E+02,1.167368E-02,1.732941E-02,4.801309E+02,1.504538E+02,1.928862E-02,1.161029E-02,1.352098E+00,3.921763E+01,5.437775E-05,3.025873E-03,9.938665E+00,3.681511E+02,3.994566E-04,2.840414E-02,2.728751E+02,1.211379E+02,1.096394E-02,9.347311E-03,1.221757E+02,2.449442E+02,4.909848E-03,1.889893E-02
01:40:00,8.646882E+01,6.664671E+01,3.474590E-03,5.142400E-03,5.983445E+02,4.993438E+02,2.404304E-02,3.852915E-02,1.090610E+02,1.789876E+02,4.382644E-03,1.381001E-02,4.785963E+02,1.749894E+02,1.922756E-02,1.350352E-02,2.467489E+02,5.363407E+01,9.911743E-03,4.138910E-03,0.000000E+00,3.821819E+01,0.000000E+00,2.948467E-03,2.958912E+02,2.239915E+02,1.188911E-02,1.728347E-02,4.844917E+02,1.492633E+02,1.946383E-02,1.151840E-02,2.807475E+00,4.022904E+01,1.128692E-04,3.103904E-03,1.723135E+01,3.715924E+02,6.925544E-04,2.866961E-02,2.770482E+02,1.214729E+02,1.113161E-02,9.373155E-03,1.282447E+02,2.464852E+02,5.153702E-03,1.901781E-02
01:50:00,8.955329E+01,6.764286E+01,3.598516E-03,5.219258E-03,6.084870E+02,5.003382E+02,2.445056E-02,3.860586E-02,1.132806E+02,1.792940E+02,4.552190E-03,1.383364E-02,4.824683E+02,1.733394E+02,1.938314E-02,1.337618E-02,2.492383E+02,5.335664E+01,1.001177E-02,4.117496E-03,0.000000E+00,3.915763E+01,0.000000E+00,3.020939E-03,3.009124E+02,2.233133E+02,1.209087E-02,1.723113E-02,4.885668E+02,1.480311E+02,1.962757E-02,1.142331E-02,4.802405E+00,4.114936E+01,1.930439E-04,3.174906E-03,2.618829E+01,3.748127E+02,1.052537E-03,2.891805E-02,2.809100E+02,1.217181E+02,1.128677E-02,9.392069E-03,1.339113E+02,2.478779E+02,5.381390E-03,1.912525E-02
02:00:00,9.240164E+01,6.855077E+01,3.712953E-03,5.289307E-03,6.182229E+02,5.012071E+02,2.484174E-02,3.867289E-02,1.172659E+02,1.795031E+02,4.712316E-03,1.384976E-02,4.860815E+02,1.716770E+02,1.952832E-02,1.324788E-02,2.515338E+02,5.303697E+01,1.010399E-02,4.092823E-03,0.000000E+00,4.001638E+01,0.000000E+00,3.087187E-03,3.056063E+02,2.225737E+02,1.227947E-02,1.717405E-02,4.923889E+02,1.467754E+02,1.978114E-02,1.132639E-02,7.230582E+00,4.198990E+01,2.906284E-04,3.239753E-03,3.667762E+01,3.778434E+02,1.474103E-03,2.915185E-02,2.845228E+02,1.218906E+02,1.143194E-02,9.405373E-03,1.392526E+02,2.491473E+02,5.596004E-03,1.922317E-02
02:10:00,9.508415E+01,6.937639E+01,3.820730E-03,5.353007E-03,6.275611E+02,5.019375E+02,2.521695E-02,3.872923E-02,1.210551E+02,1.796254E+02,4.864572E-03,1.385919E-02,4.894703E+02,1.699955E+02,1.966448E-02,1.311812E-02,2.536482E+02,5.267541E+01,1.018894E-02,4.064918E-03,0.000000E+00,4.080345E+01,0.000000E+00,3.147904E-03,3.099620E+02,2.217746E+02,1.245448E-02,1.711238E-02,4.959855E+02,1.454897E+02,1.992565E-02,1.122718E-02,1.004331E+01,4.275825E+01,4.036655E-04,3.299030E-03,4.859971E+01,3.807003E+02,1.953249E-03,2.937225E-02,2.879175E+02,1.219920E+02,1.156834E-02,9.413192E-03,1.443609E+02,2.503011E+02,5.801261E-03,1.931219E-02
02:20:00,9.761743E+01,7.012725E+01,3.922516E-03,5.410938E-03,6.364916E+02,5.025513E+02,2.557578E-02,3.877658E-02,1.246890E+02,1.796757E+02,5.010588E-03,1.386307E-02,4.926634E+02,1.683053E+02,1.979278E-02,1.298768E-02,2.556030E+02,5.228092E+01,1.026748E-02,4.034472E-03,0.000000E+00,4.152692E+01,0.000000E+00,3.203716E-03,3.140392E+02,2.209299E+02,1.261829E-02,1.704720E-02,4.993794E+02,1.441853E+02,2.006201E-02,1.112651E-02,1.289156E+01,4.346203E+01,5.180915E-04,3.353326E-03,5.685269E+01,3.834004E+02,2.284912E-03,2.958055E-02,2.911512E+02,1.220340E+02,1.169828E-02,9.416425E-03,1.492072E+02,2.513564E+02,5.995990E-03,1.939361E-02
02:30:00,1.000198E+02,7.081592E+01,4.019043E-03,5.464070E-03,6.450136E+02,5.030763E+02,2.591819E-02,3.881707E-02,1.282123E+02,1.796667E+02,5.152169E-03,1.386237E-02,4.956855E+02,1.666136E+02,1.991420E-02,1.285714E-02,2.574183E+02,5.186103E+01,1.034042E-02,4.002068E-03,0.000000E+00,4.219526E+01,0.000000E+00,3.255276E-03,3.178641E+02,2.200506E+02,1.277197E-02,1.697935E-02,5.025901E+02,1.428704E+02,2.019101E-02,1.102503E-02,1.530766E+01,4.411089E+01,6.151813E-04,3.403384E-03,6.644867E+01,3.859679E+02,2.670561E-03,2.977863E-02,2.942551E+02,1.220267E+02,1.182301E-02,9.415857E-03,1.537487E+02,2.523297E+02,6.178473E-03,1.946869E-02
02:40:00,1.023581E+02,7.144784E+01,4.112999E-03,5.512824E-03,6.530446E+02,5.035210E+02,2.624088E-02,3.885138E-02,1.316552E+02,1.796084E+02,5.290518E-03,1.385786E-02,4.985563E+02,1.649274E+02,2.002955E-02,1.272700E-02,2.591107E+02,5.142230E+01,1.040841E-02,3.968209E-03,0.000000E+00,4.281475E+01,0.000000E+00,3.303067E-03,3.214744E+02,2.191462E+02,1.291703E-02,1.690956E-02,5.056337E+02,1.415523E+02,2.031330E-02,1.092331E-02,1.758184E+01,4.471058E+01,7.065660E-04,3.449650E-03,7.486523E+01,3.884177E+02,3.008802E-03,2.996762E-02,2.972254E+02,1.219783E+02,1.194238E-02,9.412119E-03,1.580490E+02,2.532320E+02,6.351259E-03,1.953830E-02
02:50:00,1.046813E+02,7.202998E+01,4.206354E-03,5.557738E-03,6.606914E+02,5.039013E+02,2.654810E-02,3.888072E-02,1.350775E+02,1.795090E+02,5.428043E-03,1.385019E-02,5.012923E+02,1.632524E+02,2.013947E-02,1.259775E-02,2.606947E+02,5.097003E+01,1.047205E-02,3.933306E-03,0.000000E+00,4.339060E+01,0.000000E+00,3.347491E-03,3.249030E+02,2.182244E+02,1.305479E-02,1.683843E-02,5.085249E+02,1.402376E+02,2.042946E-02,1.082185E-02,1.956193E+01,4.526732E+01,7.861298E-04,3.492601E-03,8.273039E+01,3.907607E+02,3.324881E-03,3.014838E-02,3.000738E+02,1.218957E+02,1.205684E-02,9.405741E-03,1.622167E+02,2.540725E+02,6.518721E-03,1.960314E-02
03:00:00,1.069881E+02,7.256825E+01,4.299059E-03,5.599266E-03,6.679818E+02,5.042223E+02,2.684102E-02,3.890548E-02,1.383817E+02,1.793755E+02,5.560831E-03,1.383989E-02,5.039071E+02,1.615936E+02,2.024454E-02,1.246973E-02,2.621822E+02,5.050927E+01,1.053181E-02,3.897748E-03,0.000000E+00,4.392750E+01,0.000000E+00,3.388910E-03,3.281864E+02,2.172918E+02,1.318672E-02,1.676647E-02,5.112774E+02,1.389314E+02,2.054006E-02,1.072105E-02,2.132688E+01,4.578527E+01,8.570475E-04,3.532560E-03,9.011129E+01,3.930070E+02,3.621495E-03,3.032168E-02,3.028099E+02,1.217847E+02,1.216679E-02,9.397176E-03,1.662784E+02,2.548586E+02,6.681930E-03,1.966379E-02
03:10:00,1.092421E+02,7.306309E+01,4.389637E-03,5.637445E-03,6.749756E+02,5.044681E+02,2.712203E-02,3.892445E-02,1.415692E+02,1.792064E+02,5.688923E-03,1.382684E-02,5.064124E+02,1.599348E+02,2.034519E-02,1.234172E-02,2.635836E+02,5.003302E+01,1.058812E-02,3.860995E-03,0.000000E+00,4.442958E+01,0.000000E+00,3.427645E-03,3.313996E+02,2.163380E+02,1.331584E-02,1.669287E-02,5.139040E+02,1.376175E+02,2.064558E-02,1.061965E-02,2.293426E+01,4.626737E+01,9.216325E-04,3.569754E-03,9.707503E+01,3.951567E+02,3.901341E-03,3.048753E-02,3.054429E+02,1.216379E+02,1.227259E-02,9.385844E-03,1.702737E+02,2.555880E+02,6.842477E-03,1.972006E-02
03:20:00,1.114589E+02,7.351833E+01,4.478725E-03,5.672567E-03,6.817274E+02,5.046405E+02,2.739332E-02,3.893774E-02,1.446370E+02,1.790064E+02,5.812203E-03,1.381141E-02,5.088180E+02,1.582782E+02,2.044185E-02,1.221388E-02,2.649078E+02,4.954306E+01,1.064132E-02,3.823183E-03,0.000000E+00,4.490048E+01,0.000000E+00,3.463973E-03,3.345083E+02,2.153671E+02,1.344077E-02,1.661795E-02,5.164158E+02,1.362984E+02,2.074651E-02,1.051785E-02,2.441040E+01,4.671721E+01,9.809443E-04,3.604458E-03,1.036616E+02,3.972159E+02,4.166027E-03,3.064639E-02,3.079807E+02,1.214590E+02,1.237457E-02,9.372037E-03,1.742407E+02,2.562654E+02,7.001891E-03,1.977233E-02
03:30:00,1.136523E+02,7.393722E+01,4.566871E-03,5.704886E-03,6.883048E+02,5.047399E+02,2.765761E-02,3.894540E-02,1.475893E+02,1.787792E+02,5.930843E-03,1.379388E-02,5.111322E+02,1.566256E+02,2.053483E-02,1.208635E-02,2.661622E+02,4.904076E+01,1.069171E-02,3.784418E-03,0.000000E+00,4.534332E+01,0.000000E+00,3.498136E-03,3.375270E+02,2.143819E+02,1.356208E-02,1.654194E-02,5.188231E+02,1.349762E+02,2.084322E-02,1.041581E-02,2.578220E+01,4.713786E+01,1.036064E-03,3.636912E-03,1.098977E+02,3.991897E+02,4.416627E-03,3.079867E-02,3.104301E+02,1.212511E+02,1.247300E-02,9.356000E-03,1.782468E+02,2.568942E+02,7.162877E-03,1.982084E-02
03:40:00,1.157872E+02,7.432284E+01,4.652664E-03,5.734637E-03,6.948583E+02,5.047768E+02,2.792095E-02,3.894825E-02,1.504303E+02,1.785281E+02,6.045014E-03,1.377451E-02,5.133622E+02,1.549784E+02,2.062442E-02,1.195924E-02,2.673535E+02,4.852747E+01,1.073957E-02,3.744803E-03,0.000000E+00,4.576080E+01,0.000000E+00,3.530344E-03,3.404557E+02,2.133853E+02,1.367977E-02,1.646503E-02,5.211346E+02,1.336526E+02,2.093609E-02,1.031367E-02,2.706884E+01,4.753208E+01,1.087763E-03,3.667325E-03,1.158145E+02,4.010830E+02,4.654393E-03,3.094474E-02,3.127974E+02,1.210172E+02,1.256812E-02,9.337947E-03,1.822387E+02,2.574777E+02,7.323298E-03,1.986586E-02
03:50:00,1.178618E+02,7.467793E+01,4.736036E-03,5.762033E-03,7.013244E+02,5.047500E+02,2.818081E-02,3.894618E-02,1.531648E+02,1.782559E+02,6.154902E-03,1.375350E-02,5.155140E+02,1.533380E+02,2.071088E-02,1.183264E-02,2.684874E+02,4.800412E+01,1.078513E-02,3.704412E-03,0.000000E+00,4.615528E+01,0.000000E+00,3.560777E-03,3.432993E+02,2.123794E+02,1.379404E-02,1.638741E-02,5.233582E+02,1.323292E+02,2.102543E-02,1.021154E-02,2.826838E+01,4.790224E+01,1.135962E-03,3.695883E-03,1.214532E+02,4.029001E+02,4.880983E-03,3.108493E-02,3.150877E+02,1.207596E+02,1.266016E-02,9.318065E-03,1.861369E+02,2.580189E+02,7.479955E-03,1.990761E-02
