Time,ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_03746E2B:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2158C36E:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_2A73B7C2:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3B43E7C4:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_4DD13587:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_84DBB030:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_88EC3072:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_97CA74D7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AD6B393A:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E96334C5:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_F9A9F791:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
14:00:00,7.331947E+02,1.246898E+03,3.784072E-02,1.221874E-01,3.369718E+02,6.378404E+02,1.739180E-02,6.250226E-02,3.792835E+02,8.942131E+02,1.957579E-02,8.762440E-02,3.852715E+02,6.059995E+02,1.988477E-02,5.938274E-02,4.119389E+02,9.774203E+02,2.126121E-02,9.577806E-02,1.166051E+03,1.880110E+03,6.018176E-02,1.842383E-01,7.286669E+02,1.451884E+03,3.760736E-02,1.422737E-01,4.785791E+02,6.413247E+02,2.469924E-02,6.284546E-02,1.472022E+02,2.215986E+02,7.597278E-03,2.171410E-02,5.510442E+02,1.006795E+03,2.843973E-02,9.865759E-02,8.818482E+02,1.408228E+03,4.551316E-02,1.379953E-01
14:10:00,7.308740E+02,1.274242E+03,3.772094E-02,1.248668E-01,3.354611E+02,6.328815E+02,1.731383E-02,6.201635E-02,3.773212E+02,8.910415E+02,1.947451E-02,8.731359E-02,3.833315E+02,6.053944E+02,1.978464E-02,5.932344E-02,4.098022E+02,9.720555E+02,2.115093E-02,9.525234E-02,1.161557E+03,1.906394E+03,5.994980E-02,1.868140E-01,7.261006E+02,1.470995E+03,3.747490E-02,1.441464E-01,4.774064E+02,6.558498E+02,2.463872E-02,6.426877E-02,1.466870E+02,2.228788E+02,7.570691E-03,2.183954E-02,5.493034E+02,9.978766E+02,2.834988E-02,9.778362E-02,8.788432E+02,1.401412E+03,4.535807E-02,1.373274E-01
14:20:00,7.286185E+02,1.300726E+03,3.760454E-02,1.274619E-01,3.339936E+02,6.278522E+02,1.723809E-02,6.152354E-02,3.754118E+02,8.869558E+02,1.937596E-02,8.691321E-02,3.814441E+02,6.046260E+02,1.968723E-02,5.924815E-02,4.077231E+02,9.656364E+02,2.104362E-02,9.462331E-02,1.157179E+03,1.932013E+03,5.972388E-02,1.893244E-01,7.236038E+02,1.488757E+03,3.734604E-02,1.458869E-01,4.762685E+02,6.698980E+02,2.457999E-02,6.564535E-02,1.461881E+02,2.244434E+02,7.544939E-03,2.199286E-02,5.476119E+02,9.880214E+02,2.826258E-02,9.681789E-02,8.759223E+02,1.394256E+03,4.520731E-02,1.366261E-01
14:30:00,7.264258E+02,1.325940E+03,3.749137E-02,1.299326E-01,3.325674E+02,6.228396E+02,1.716448E-02,6.103236E-02,3.735532E+02,8.819275E+02,1.928004E-02,8.642047E-02,3.796074E+02,6.037175E+02,1.959243E-02,5.915912E-02,4.056994E+02,9.581452E+02,2.093917E-02,9.388922E-02,1.152915E+03,1.956774E+03,5.950380E-02,1.917507E-01,7.211742E+02,1.504807E+03,3.722064E-02,1.474595E-01,4.751643E+02,6.833060E+02,2.452300E-02,6.695918E-02,1.457045E+02,2.262884E+02,7.519982E-03,2.217366E-02,5.459681E+02,9.773263E+02,2.817774E-02,9.576985E-02,8.730823E+02,1.386954E+03,4.506074E-02,1.359106E-01
14:40:00,7.242938E+02,1.349683E+03,3.738133E-02,1.322591E-01,3.311810E+02,6.178321E+02,1.709293E-02,6.054167E-02,3.717437E+02,8.759588E+02,1.918664E-02,8.583557E-02,3.778194E+02,6.026630E+02,1.950015E-02,5.905579E-02,4.037291E+02,9.495970E+02,2.083748E-02,9.305156E-02,1.148761E+03,1.980537E+03,5.928937E-02,1.940792E-01,7.188093E+02,1.518967E+03,3.709859E-02,1.488470E-01,4.740924E+02,6.959032E+02,2.446768E-02,6.819356E-02,1.452357E+02,2.284131E+02,7.495784E-03,2.238185E-02,5.443699E+02,9.658142E+02,2.809526E-02,9.464175E-02,8.703203E+02,1.379538E+03,4.491818E-02,1.351840E-01
14:50:00,7.222201E+02,1.371821E+03,3.727431E-02,1.344284E-01,3.298330E+02,6.128496E+02,1.702335E-02,6.005344E-02,3.699816E+02,8.690745E+02,1.909569E-02,8.516097E-02,3.760786E+02,6.014520E+02,1.941030E-02,5.893712E-02,4.018104E+02,9.400342E+02,2.073845E-02,9.211449E-02,1.144712E+03,2.003164E+03,5.908040E-02,1.962965E-01,7.165069E+02,1.531161E+03,3.697976E-02,1.500419E-01,4.730515E+02,7.076177E+02,2.441396E-02,6.934145E-02,1.447809E+02,2.308216E+02,7.472312E-03,2.261787E-02,5.428160E+02,9.535229E+02,2.801506E-02,9.343731E-02,8.676335E+02,1.371994E+03,4.477952E-02,1.344448E-01
15:00:00,7.202029E+02,1.392267E+03,3.717020E-02,1.364319E-01,3.285219E+02,6.078700E+02,1.695568E-02,5.956550E-02,3.682652E+02,8.613221E+02,1.900710E-02,8.440129E-02,3.743832E+02,6.000751E+02,1.932279E-02,5.880219E-02,3.999415E+02,9.295241E+02,2.064199E-02,9.108458E-02,1.140765E+03,2.024520E+03,5.887670E-02,1.983891E-01,7.142649E+02,1.541354E+03,3.686405E-02,1.510406E-01,4.720405E+02,7.184316E+02,2.436178E-02,7.040107E-02,1.443396E+02,2.335196E+02,7.449535E-03,2.288224E-02,5.413045E+02,9.405072E+02,2.793705E-02,9.216188E-02,8.650194E+02,1.364302E+03,4.464460E-02,1.336910E-01
15:10:00,7.182402E+02,1.410936E+03,3.706890E-02,1.382612E-01,3.272463E+02,6.029074E+02,1.688985E-02,5.907922E-02,3.665929E+02,8.527635E+02,1.892079E-02,8.356261E-02,3.727316E+02,5.985198E+02,1.923755E-02,5.864978E-02,3.981207E+02,9.181483E+02,2.054802E-02,8.996984E-02,1.136917E+03,2.044501E+03,5.867812E-02,2.003470E-01,7.120814E+02,1.549540E+03,3.675135E-02,1.518428E-01,4.710584E+02,7.282886E+02,2.431110E-02,7.136693E-02,1.439112E+02,2.365063E+02,7.427426E-03,2.317490E-02,5.398342E+02,9.268408E+02,2.786116E-02,9.082269E-02,8.624754E+02,1.356460E+03,4.451330E-02,1.329225E-01
15:20:00,7.163301E+02,1.427291E+03,3.697031E-02,1.398638E-01,3.260051E+02,5.981115E+02,1.682578E-02,5.860928E-02,3.649634E+02,8.434842E+02,1.883669E-02,8.265332E-02,3.711226E+02,5.968657E+02,1.915450E-02,5.848769E-02,3.963464E+02,9.060142E+02,2.045644E-02,8.878081E-02,1.133166E+03,2.063082E+03,5.848448E-02,2.021678E-01,7.099543E+02,1.555452E+03,3.664157E-02,1.524220E-01,4.701041E+02,7.370884E+02,2.426184E-02,7.222919E-02,1.434952E+02,2.397630E+02,7.405957E-03,2.349402E-02,5.384034E+02,9.128033E+02,2.778732E-02,8.944713E-02,8.599991E+02,1.348916E+03,4.438549E-02,1.321833E-01
15:30:00,7.144708E+02,1.441537E+03,3.687436E-02,1.412597E-01,3.247971E+02,5.933994E+02,1.676343E-02,5.814754E-02,3.633752E+02,8.336384E+02,1.875472E-02,8.168851E-02,3.695545E+02,5.950672E+02,1.907357E-02,5.831145E-02,3.946171E+02,8.933084E+02,2.036718E-02,8.753575E-02,1.129507E+03,2.080101E+03,5.829564E-02,2.038354E-01,7.078818E+02,1.559373E+03,3.653460E-02,1.528062E-01,4.691765E+02,7.447895E+02,2.421397E-02,7.298379E-02,1.430912E+02,2.432585E+02,7.385103E-03,2.383653E-02,5.370110E+02,8.984406E+02,2.771545E-02,8.803971E-02,8.575884E+02,1.341394E+03,4.426107E-02,1.314462E-01
15:40:00,7.126608E+02,1.453765E+03,3.678094E-02,1.424578E-01,3.236210E+02,5.887442E+02,1.670273E-02,5.769139E-02,3.618269E+02,8.233945E+02,1.867481E-02,8.068471E-02,3.680261E+02,5.931125E+02,1.899469E-02,5.811991E-02,3.929313E+02,8.802306E+02,2.028018E-02,8.625425E-02,1.125938E+03,2.095416E+03,5.811144E-02,2.053361E-01,7.058623E+02,1.561506E+03,3.643037E-02,1.530151E-01,4.682749E+02,7.513565E+02,2.416744E-02,7.362726E-02,1.426986E+02,2.469051E+02,7.364842E-03,2.419386E-02,5.356555E+02,8.838711E+02,2.764550E-02,8.661203E-02,8.552410E+02,1.333786E+03,4.413992E-02,1.307007E-01
15:50:00,7.108984E+02,1.464034E+03,3.668998E-02,1.434640E-01,3.224759E+02,5.841317E+02,1.664363E-02,5.723942E-02,3.603174E+02,8.129473E+02,1.859690E-02,7.966099E-02,3.665362E+02,5.909992E+02,1.891779E-02,5.791283E-02,3.912877E+02,8.670057E+02,2.019534E-02,8.495833E-02,1.122456E+03,2.108883E+03,5.793175E-02,2.066556E-01,7.038940E+02,1.562035E+03,3.632878E-02,1.530669E-01,4.673983E+02,7.567261E+02,2.412220E-02,7.415340E-02,1.423171E+02,2.504772E+02,7.345151E-03,2.454389E-02,5.343359E+02,8.692508E+02,2.757739E-02,8.517937E-02,8.529550E+02,1.326037E+03,4.402193E-02,1.299413E-01
16:00:00,7.091821E+02,1.472409E+03,3.660140E-02,1.442847E-01,3.213607E+02,5.795478E+02,1.658607E-02,5.679024E-02,3.588455E+02,8.025188E+02,1.852093E-02,7.863909E-02,3.650835E+02,5.887284E+02,1.884281E-02,5.769030E-02,3.896849E+02,8.538863E+02,2.011262E-02,8.367277E-02,1.119059E+03,2.120378E+03,5.775643E-02,2.077820E-01,7.019753E+02,1.561184E+03,3.622976E-02,1.529834E-01,4.665459E+02,7.608446E+02,2.407820E-02,7.455693E-02,1.419462E+02,2.537520E+02,7.326010E-03,2.486477E-02,5.330508E+02,8.547596E+02,2.751107E-02,8.375937E-02,8.507283E+02,1.318099E+03,4.390701E-02,1.291635E-01
16:10:00,7.075104E+02,1.479122E+03,3.651512E-02,1.449423E-01,3.202744E+02,5.749743E+02,1.653001E-02,5.634209E-02,3.574098E+02,7.923515E+02,1.844683E-02,7.764281E-02,3.636668E+02,5.864541E+02,1.876969E-02,5.746744E-02,3.881217E+02,8.411461E+02,2.003194E-02,8.242436E-02,1.115744E+03,2.129769E+03,5.758534E-02,2.087022E-01,7.001047E+02,1.559240E+03,3.613321E-02,1.527929E-01,4.657168E+02,7.636955E+02,2.403541E-02,7.483626E-02,1.415856E+02,2.565890E+02,7.307398E-03,2.514275E-02,5.317993E+02,8.405888E+02,2.744647E-02,8.237076E-02,8.485590E+02,1.309917E+03,4.379505E-02,1.283618E-01
16:20:00,7.058819E+02,1.484350E+03,3.643107E-02,1.454546E-01,3.192162E+02,5.703880E+02,1.647539E-02,5.589269E-02,3.560094E+02,7.827265E+02,1.837455E-02,7.669966E-02,3.622851E+02,5.842944E+02,1.869838E-02,5.725581E-02,3.865968E+02,8.291017E+02,1.995324E-02,8.124413E-02,1.112509E+03,2.137213E+03,5.741836E-02,2.094315E-01,6.982807E+02,1.556497E+03,3.603907E-02,1.525240E-01,4.649102E+02,7.653551E+02,2.399379E-02,7.499885E-02,1.412350E+02,2.588588E+02,7.289299E-03,2.536516E-02,5.305802E+02,8.269577E+02,2.738355E-02,8.103505E-02,8.464454E+02,1.301531E+03,4.368596E-02,1.275400E-01
16:30:00,7.042953E+02,1.488157E+03,3.634919E-02,1.458276E-01,3.181851E+02,5.657737E+02,1.642217E-02,5.544054E-02,3.546432E+02,7.737793E+02,1.830403E-02,7.582294E-02,3.609373E+02,5.823700E+02,1.862881E-02,5.706724E-02,3.851092E+02,8.179066E+02,1.987645E-02,8.014714E-02,1.109351E+03,2.143143E+03,5.725538E-02,2.100126E-01,6.965019E+02,1.553041E+03,3.594727E-02,1.521854E-01,4.641255E+02,7.660318E+02,2.395329E-02,7.506512E-02,1.408938E+02,2.604585E+02,7.271693E-03,2.552189E-02,5.293926E+02,8.139718E+02,2.732226E-02,7.976256E-02,8.443858E+02,1.293091E+03,4.357966E-02,1.267129E-01
16:40:00,7.027493E+02,1.490490E+03,3.626939E-02,1.460562E-01,3.171803E+02,5.611200E+02,1.637031E-02,5.498453E-02,3.533101E+02,7.655427E+02,1.823523E-02,7.501586E-02,3.596223E+02,5.807376E+02,1.856095E-02,5.690729E-02,3.836576E+02,8.075994E+02,1.980153E-02,7.913717E-02,1.106269E+03,2.147875E+03,5.709628E-02,2.104762E-01,6.947670E+02,1.548787E+03,3.585773E-02,1.517685E-01,4.633620E+02,7.659027E+02,2.391388E-02,7.505244E-02,1.405619E+02,2.612697E+02,7.254563E-03,2.560137E-02,5.282353E+02,8.016489E+02,2.726253E-02,7.855505E-02,8.423784E+02,1.284729E+03,4.347606E-02,1.258935E-01
16:50:00,7.012427E+02,1.491228E+03,3.619163E-02,1.461285E-01,3.162009E+02,5.564163E+02,1.631976E-02,5.452361E-02,3.520092E+02,7.579831E+02,1.816809E-02,7.427511E-02,3.583393E+02,5.793987E+02,1.849472E-02,5.677609E-02,3.822411E+02,7.981437E+02,1.972842E-02,7.821063E-02,1.103259E+03,2.151675E+03,5.694094E-02,2.108485E-01,6.930747E+02,1.543557E+03,3.577038E-02,1.512560E-01,4.626189E+02,7.651128E+02,2.387553E-02,7.497501E-02,1.402390E+02,2.608861E+02,7.237895E-03,2.556376E-02,5.271076E+02,7.899505E+02,2.720433E-02,7.740874E-02,8.404218E+02,1.276557E+03,4.337507E-02,1.250928E-01
17:00:00,6.997742E+02,1.489653E+03,3.611584E-02,1.459741E-01,3.152462E+02,5.515024E+02,1.627049E-02,5.404210E-02,3.507396E+02,7.508564E+02,1.810256E-02,7.357679E-02,3.570871E+02,5.783094E+02,1.843010E-02,5.666936E-02,3.808585E+02,7.892708E+02,1.965706E-02,7.734120E-02,1.100320E+03,2.153822E+03,5.678926E-02,2.110588E-01,6.914237E+02,1.536387E+03,3.568517E-02,1.505534E-01,4.618956E+02,7.633273E+02,2.383820E-02,7.480003E-02,1.399247E+02,2.588585E+02,7.221673E-03,2.536506E-02,5.260084E+02,7.784966E+02,2.714760E-02,7.628638E-02,8.385144E+02,1.268185E+03,4.327663E-02,1.242723E-01
17:10:00,6.983428E+02,1.485743E+03,3.604196E-02,1.455909E-01,3.143155E+02,5.464307E+02,1.622245E-02,5.354512E-02,3.495002E+02,7.440674E+02,1.803859E-02,7.291156E-02,3.558651E+02,5.772446E+02,1.836702E-02,5.656503E-02,3.795090E+02,7.808776E+02,1.958741E-02,7.651877E-02,1.097450E+03,2.154976E+03,5.664114E-02,2.111719E-01,6.898127E+02,1.527343E+03,3.560203E-02,1.496671E-01,4.611914E+02,7.608904E+02,2.380186E-02,7.456122E-02,1.396187E+02,2.553186E+02,7.205882E-03,2.501818E-02,5.249370E+02,7.672789E+02,2.709230E-02,7.518717E-02,8.366546E+02,1.259918E+03,4.318064E-02,1.234623E-01
17:20:00,6.969472E+02,1.479210E+03,3.596994E-02,1.449507E-01,3.134079E+02,5.412092E+02,1.617561E-02,5.303347E-02,3.482903E+02,7.374147E+02,1.797615E-02,7.225967E-02,3.546722E+02,5.760049E+02,1.830546E-02,5.644355E-02,3.781915E+02,7.727275E+02,1.951941E-02,7.572017E-02,1.094647E+03,2.155009E+03,5.649648E-02,2.111751E-01,6.882408E+02,1.516137E+03,3.552089E-02,1.485690E-01,4.605059E+02,7.578001E+02,2.376648E-02,7.425838E-02,1.393209E+02,2.502048E+02,7.190508E-03,2.451707E-02,5.238926E+02,7.561640E+02,2.703839E-02,7.409801E-02,8.348412E+02,1.251760E+03,4.308705E-02,1.226629E-01
17:30:00,6.955866E+02,1.469785E+03,3.589971E-02,1.440271E-01,3.125229E+02,5.358247E+02,1.612993E-02,5.250585E-02,3.471091E+02,7.307695E+02,1.791518E-02,7.160853E-02,3.535077E+02,5.744034E+02,1.824535E-02,5.628662E-02,3.769052E+02,7.646847E+02,1.945302E-02,7.493207E-02,1.091910E+03,2.153294E+03,5.635517E-02,2.110069E-01,6.867066E+02,1.502528E+03,3.544172E-02,1.472354E-01,4.598384E+02,7.538225E+02,2.373203E-02,7.386860E-02,1.390308E+02,2.435084E+02,7.175538E-03,2.386088E-02,5.228742E+02,7.450530E+02,2.698583E-02,7.300924E-02,8.330727E+02,1.243522E+03,4.299578E-02,1.218557E-01
17:40:00,6.942598E+02,1.457216E+03,3.583124E-02,1.427953E-01,3.116597E+02,5.302613E+02,1.608538E-02,5.196069E-02,3.459556E+02,7.240869E+02,1.785565E-02,7.095371E-02,3.523707E+02,5.723148E+02,1.818667E-02,5.608196E-02,3.756492E+02,7.567018E+02,1.938820E-02,7.414984E-02,1.089235E+03,2.149153E+03,5.621714E-02,2.106012E-01,6.852093E+02,1.486368E+03,3.536443E-02,1.456518E-01,4.591883E+02,7.486854E+02,2.369848E-02,7.336519E-02,1.387483E+02,2.353920E+02,7.160960E-03,2.306555E-02,5.218811E+02,7.339160E+02,2.693458E-02,7.191792E-02,8.313479E+02,1.234985E+03,4.290676E-02,1.210191E-01
17:50:00,6.929658E+02,1.441294E+03,3.576445E-02,1.412350E-01,3.108178E+02,5.245101E+02,1.604193E-02,5.139713E-02,3.448292E+02,7.173211E+02,1.779751E-02,7.029074E-02,3.512605E+02,5.698392E+02,1.812937E-02,5.583936E-02,3.744226E+02,7.487331E+02,1.932489E-02,7.336899E-02,1.086623E+03,2.141900E+03,5.608229E-02,2.098903E-01,6.837477E+02,1.467559E+03,3.528900E-02,1.438086E-01,4.585552E+02,7.421091E+02,2.366580E-02,7.272075E-02,1.384732E+02,2.269393E+02,7.146761E-03,2.223728E-02,5.209127E+02,7.227275E+02,2.688460E-02,7.082156E-02,8.296655E+02,1.225926E+03,4.281992E-02,1.201314E-01
18:00:00,6.917038E+02,1.422292E+03,3.569932E-02,1.393729E-01,3.099965E+02,5.187146E+02,1.599954E-02,5.082922E-02,3.437291E+02,7.105965E+02,1.774073E-02,6.963180E-02,3.501764E+02,5.674386E+02,1.807341E-02,5.560412E-02,3.732246E+02,7.409244E+02,1.926306E-02,7.260383E-02,1.084070E+03,2.131653E+03,5.595054E-02,2.088861E-01,6.823208E+02,1.446668E+03,3.521535E-02,1.417615E-01,4.579384E+02,7.342148E+02,2.363397E-02,7.194715E-02,1.382052E+02,2.190289E+02,7.132929E-03,2.146215E-02,5.199681E+02,7.117583E+02,2.683585E-02,6.974668E-02,8.280243E+02,1.216570E+03,4.273522E-02,1.192146E-01
18:10:00,7.224491E+02,1.400547E+03,3.728611E-02,1.372421E-01,3.220408E+02,5.128250E+02,1.662117E-02,5.025210E-02,3.555003E+02,7.038364E+02,1.834827E-02,6.896939E-02,3.634695E+02,5.654003E+02,1.875950E-02,5.540438E-02,3.864064E+02,7.332077E+02,1.994340E-02,7.184768E-02,1.129861E+03,2.117045E+03,5.831388E-02,2.074546E-01,7.121086E+02,1.423175E+03,3.675273E-02,1.394593E-01,4.793659E+02,7.243685E+02,2.473983E-02,7.098228E-02,1.438868E+02,2.116149E+02,7.426161E-03,2.073567E-02,5.440017E+02,7.008876E+02,2.807624E-02,6.868146E-02,8.635286E+02,1.206413E+03,4.456763E-02,1.182193E-01
18:20:00,7.532381E+02,1.375829E+03,3.887503E-02,1.348199E-01,3.341097E+02,5.068283E+02,1.724404E-02,4.966449E-02,3.673012E+02,6.969864E+02,1.895732E-02,6.829815E-02,3.767931E+02,5.637998E+02,1.944714E-02,5.524755E-02,3.996211E+02,7.255559E+02,2.062542E-02,7.109788E-02,1.175731E+03,2.097151E+03,6.068119E-02,2.055051E-01,7.419430E+02,1.396839E+03,3.829242E-02,1.368786E-01,5.008169E+02,7.121687E+02,2.584680E-02,6.978678E-02,1.495766E+02,2.048616E+02,7.719801E-03,2.007394E-02,5.680684E+02,6.900235E+02,2.931824E-02,6.761688E-02,8.990876E+02,1.195112E+03,4.640275E-02,1.171119E-01
18:30:00,7.840804E+02,1.346638E+03,4.046645E-02,1.319594E-01,3.462044E+02,5.006841E+02,1.786818E-02,4.906243E-02,3.791323E+02,6.899705E+02,1.956789E-02,6.761067E-02,3.901474E+02,5.624433E+02,2.013631E-02,5.511464E-02,4.128685E+02,7.179041E+02,2.130908E-02,7.034809E-02,1.221686E+03,2.069622E+03,6.305263E-02,2.028073E-01,7.718305E+02,1.366658E+03,3.983465E-02,1.339210E-01,5.223021E+02,6.965860E+02,2.695524E-02,6.825978E-02,1.552766E+02,1.988728E+02,8.013909E-03,1.948712E-02,5.921755E+02,6.790366E+02,3.056211E-02,6.654026E-02,9.347107E+02,1.182045E+03,4.824091E-02,1.158314E-01
18:40:00,8.149784E+02,1.313270E+03,4.206040E-02,1.286895E-01,3.583266E+02,4.944260E+02,1.849367E-02,4.844919E-02,3.909954E+02,6.827554E+02,2.018006E-02,6.690366E-02,4.035346E+02,5.612497E+02,2.082711E-02,5.499769E-02,4.261510E+02,7.102480E+02,2.199450E-02,6.959787E-02,1.267734E+03,2.035154E+03,6.542853E-02,1.994296E-01,8.017748E+02,1.333347E+03,4.137954E-02,1.306568E-01,5.438202E+02,6.779217E+02,2.806501E-02,6.643078E-02,1.609866E+02,1.936633E+02,8.308464E-03,1.897668E-02,6.163246E+02,6.679338E+02,3.180788E-02,6.545229E-02,9.704015E+02,1.167209E+03,5.008223E-02,1.143776E-01
18:50:00,8.459229E+02,1.274097E+03,4.365648E-02,1.248509E-01,3.704737E+02,4.880385E+02,1.912038E-02,4.782328E-02,4.028882E+02,6.752861E+02,2.079371E-02,6.617175E-02,4.169521E+02,5.595703E+02,2.151942E-02,5.483313E-02,4.394662E+02,7.025553E+02,2.268155E-02,6.884407E-02,1.313863E+03,1.991425E+03,6.780833E-02,1.951443E-01,8.317676E+02,1.296007E+03,4.292671E-02,1.269977E-01,5.653637E+02,6.552257E+02,2.917584E-02,6.420672E-02,1.667053E+02,1.887505E+02,8.603421E-03,1.849530E-02,6.405082E+02,6.566566E+02,3.305522E-02,6.434723E-02,1.006150E+03,1.150036E+03,5.192626E-02,1.126947E-01
19:00:00,8.769066E+02,1.230172E+03,4.525443E-02,1.205465E-01,3.826437E+02,4.815473E+02,1.974822E-02,4.718721E-02,4.148090E+02,6.675352E+02,2.140877E-02,6.541224E-02,4.303978E+02,5.567849E+02,2.221314E-02,5.456019E-02,4.528119E+02,6.948229E+02,2.337013E-02,6.808638E-02,1.360064E+03,1.940028E+03,7.019165E-02,1.901077E-01,8.618024E+02,1.255730E+03,4.447590E-02,1.230509E-01,5.869278E+02,6.291943E+02,3.028763E-02,6.165581E-02,1.724319E+02,1.839156E+02,8.898765E-03,1.802155E-02,6.647210E+02,6.452381E+02,3.430395E-02,6.322831E-02,1.041949E+03,1.130674E+03,5.377269E-02,1.107974E-01
