Time,ROOM_093AC67C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_093AC67C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_093AC67C:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_093AC67C:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_1FCE56F7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_1FCE56F7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_1FCE56F7:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_1FCE56F7:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_3885B4DD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_3885B4DD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_3885B4DD:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_3885B4DD:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_559049DE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_559049DE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_559049DE:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_559049DE:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_7D709F92:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_7D709F92:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_7D709F92:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_7D709F92:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_AAB59669:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_AAB59669:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_AAB59669:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_AAB59669:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ROOM_E1701F16:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ROOM_E1701F16:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ROOM_E1701F16:BOSTON LOGAN INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ROOM_E1701F16:BOSTON LOGAN INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
15:50:00,8.453956E+02,1.285590E+03,4.363199E-02,1.259782E-01,2.743691E+02,6.151255E+02,1.416095E-02,6.027590E-02,6.213035E+02,1.044268E+03,3.206603E-02,1.023297E-01,4.577739E+02,8.727112E+02,2.362580E-02,8.551885E-02,8.452003E+02,1.480928E+03,4.362052E-02,1.451211E-01,3.369887E+02,7.653722E+02,1.739290E-02,7.499894E-02,8.176846E+02,1.053891E+03,4.219704E-02,1.032772E-01
16:00:00,8.430245E+02,1.279308E+03,4.350962E-02,1.253626E-01,2.732252E+02,6.088121E+02,1.410191E-02,5.965725E-02,6.197108E+02,1.028056E+03,3.198383E-02,1.007410E-01,4.567795E+02,8.842746E+02,2.357447E-02,8.665190E-02,8.435533E+02,1.485161E+03,4.353551E-02,1.455359E-01,3.355434E+02,7.545931E+02,1.731830E-02,7.394270E-02,8.169415E+02,1.062923E+03,4.215869E-02,1.041623E-01
16:10:00,8.407130E+02,1.272632E+03,4.339031E-02,1.247084E-01,2.721107E+02,6.026003E+02,1.404438E-02,5.904857E-02,6.181589E+02,1.012196E+03,3.190373E-02,9.918695E-02,4.558116E+02,8.943099E+02,2.352452E-02,8.763522E-02,8.419496E+02,1.487869E+03,4.345275E-02,1.458011E-01,3.341341E+02,7.441048E+02,1.724557E-02,7.291495E-02,8.162203E+02,1.070238E+03,4.212147E-02,1.048791E-01
16:20:00,8.384591E+02,1.265751E+03,4.327399E-02,1.240341E-01,2.710246E+02,5.966757E+02,1.398833E-02,5.846803E-02,6.166464E+02,9.969430E+02,3.182567E-02,9.769230E-02,4.548694E+02,9.027836E+02,2.347589E-02,8.846551E-02,8.403877E+02,1.489361E+03,4.337214E-02,1.459473E-01,3.327598E+02,7.341575E+02,1.717463E-02,7.194023E-02,8.155203E+02,1.075742E+03,4.208535E-02,1.054183E-01
16:30:00,8.362612E+02,1.259064E+03,4.316055E-02,1.233788E-01,2.699659E+02,5.911301E+02,1.393369E-02,5.792462E-02,6.151723E+02,9.824173E+02,3.174958E-02,9.626893E-02,4.539520E+02,9.097535E+02,2.342855E-02,8.914844E-02,8.388664E+02,1.489795E+03,4.329362E-02,1.459898E-01,3.314193E+02,7.248733E+02,1.710544E-02,7.103050E-02,8.148407E+02,1.079444E+03,4.205028E-02,1.057810E-01
16:40:00,8.341175E+02,1.252917E+03,4.304991E-02,1.227765E-01,2.689340E+02,5.859890E+02,1.388043E-02,5.742086E-02,6.137351E+02,9.686401E+02,3.167541E-02,9.491891E-02,4.530587E+02,9.152595E+02,2.338244E-02,8.968793E-02,8.373844E+02,1.489147E+03,4.321714E-02,1.459262E-01,3.301116E+02,7.162849E+02,1.703795E-02,7.018894E-02,8.141809E+02,1.081329E+03,4.201623E-02,1.059657E-01
16:50:00,8.320265E+02,1.247601E+03,4.294199E-02,1.222555E-01,2.679279E+02,5.812337E+02,1.382850E-02,5.695491E-02,6.123340E+02,9.555692E+02,3.160310E-02,9.363811E-02,4.521888E+02,9.192896E+02,2.333754E-02,9.008280E-02,8.359406E+02,1.487323E+03,4.314262E-02,1.457475E-01,3.288358E+02,7.083669E+02,1.697210E-02,6.941307E-02,8.135402E+02,1.081353E+03,4.198316E-02,1.059680E-01
17:00:00,8.299866E+02,1.242840E+03,4.283670E-02,1.217890E-01,2.669469E+02,5.767047E+02,1.377786E-02,5.651113E-02,6.109678E+02,9.427764E+02,3.153258E-02,9.238455E-02,4.513413E+02,9.213141E+02,2.329381E-02,9.028113E-02,8.345336E+02,1.483362E+03,4.307001E-02,1.453593E-01,3.275909E+02,7.009100E+02,1.690785E-02,6.868240E-02,8.129179E+02,1.078781E+03,4.195104E-02,1.057159E-01
17:10:00,8.279964E+02,1.239069E+03,4.273398E-02,1.214195E-01,2.659901E+02,5.723340E+02,1.372848E-02,5.608286E-02,6.096354E+02,9.302596E+02,3.146382E-02,9.115804E-02,4.505158E+02,9.216412E+02,2.325120E-02,9.031314E-02,8.331625E+02,1.477486E+03,4.299924E-02,1.447835E-01,3.263761E+02,6.938376E+02,1.684515E-02,6.798940E-02,8.123134E+02,1.073939E+03,4.191985E-02,1.052413E-01
17:20:00,8.260543E+02,1.236229E+03,4.263375E-02,1.211413E-01,2.650570E+02,5.679823E+02,1.368032E-02,5.565646E-02,6.083359E+02,9.178696E+02,3.139675E-02,8.994394E-02,4.497115E+02,9.202473E+02,2.320969E-02,9.017651E-02,8.318262E+02,1.469385E+03,4.293027E-02,1.439896E-01,3.251903E+02,6.869786E+02,1.678395E-02,6.731731E-02,8.117261E+02,1.066886E+03,4.188954E-02,1.045501E-01
17:30:00,8.241591E+02,1.233921E+03,4.253594E-02,1.209152E-01,2.641467E+02,5.635603E+02,1.363334E-02,5.522315E-02,6.070683E+02,9.054999E+02,3.133133E-02,8.873183E-02,4.489278E+02,9.169088E+02,2.316924E-02,8.984933E-02,8.305236E+02,1.458707E+03,4.286305E-02,1.429432E-01,3.240329E+02,6.802271E+02,1.672421E-02,6.665574E-02,8.111554E+02,1.057451E+03,4.186009E-02,1.036255E-01
17:40:00,8.223094E+02,1.231708E+03,4.244047E-02,1.206983E-01,2.632587E+02,5.590299E+02,1.358751E-02,5.477923E-02,6.058318E+02,8.931177E+02,3.126751E-02,8.751849E-02,4.481640E+02,9.113953E+02,2.312982E-02,8.930902E-02,8.292538E+02,1.445167E+03,4.279751E-02,1.416163E-01,3.229030E+02,6.735474E+02,1.666589E-02,6.600121E-02,8.106009E+02,1.045441E+03,4.183147E-02,1.024486E-01
17:50:00,8.205039E+02,1.229126E+03,4.234728E-02,1.204453E-01,2.623923E+02,5.543505E+02,1.354279E-02,5.432070E-02,6.046253E+02,8.806892E+02,3.120524E-02,8.630062E-02,4.474195E+02,9.034544E+02,2.309140E-02,8.853083E-02,8.280157E+02,1.428504E+03,4.273361E-02,1.399834E-01,3.217998E+02,6.669001E+02,1.660895E-02,6.534985E-02,8.100620E+02,1.030664E+03,4.180366E-02,1.010004E-01
18:00:00,8.187414E+02,1.226170E+03,4.225632E-02,1.201557E-01,2.615468E+02,5.495954E+02,1.349915E-02,5.385475E-02,6.034480E+02,8.685230E+02,3.114448E-02,8.510844E-02,4.466939E+02,8.933191E+02,2.305395E-02,8.753762E-02,8.268085E+02,1.409194E+03,4.267131E-02,1.380911E-01,3.207225E+02,6.603970E+02,1.655335E-02,6.471262E-02,8.095381E+02,1.013561E+03,4.177663E-02,9.932441E-02
18:10:00,8.535237E+02,1.222018E+03,4.405148E-02,1.197488E-01,2.692160E+02,5.447035E+02,1.389498E-02,5.337540E-02,6.304675E+02,8.564609E+02,3.253898E-02,8.392647E-02,4.675607E+02,8.806245E+02,2.413089E-02,8.629363E-02,8.665376E+02,1.386477E+03,4.472171E-02,1.358649E-01,3.310770E+02,6.539722E+02,1.708777E-02,6.408307E-02,8.519240E+02,9.934569E+02,4.396397E-02,9.735425E-02
18:20:00,8.883629E+02,1.216041E+03,4.584946E-02,1.191631E-01,2.769077E+02,5.396359E+02,1.429195E-02,5.287883E-02,6.575269E+02,8.443938E+02,3.393544E-02,8.274401E-02,4.884539E+02,8.650152E+02,2.520910E-02,8.476402E-02,9.063135E+02,1.359913E+03,4.677435E-02,1.332618E-01,3.414602E+02,6.475805E+02,1.762366E-02,6.345675E-02,8.943380E+02,9.699479E+02,4.615245E-02,9.505044E-02
18:30:00,9.232657E+02,1.207065E+03,4.765051E-02,1.182835E-01,2.846226E+02,5.343347E+02,1.469010E-02,5.235937E-02,6.846331E+02,8.321626E+02,3.533411E-02,8.154547E-02,5.093811E+02,8.451541E+02,2.628884E-02,8.281776E-02,9.461533E+02,1.328101E+03,4.882981E-02,1.301444E-01,3.518723E+02,6.411580E+02,1.816101E-02,6.282741E-02,9.368106E+02,9.418247E+02,4.834261E-02,9.229447E-02
18:40:00,9.582371E+02,1.195041E+03,4.945481E-02,1.171051E-01,2.923617E+02,5.287615E+02,1.508947E-02,5.181326E-02,7.117889E+02,8.197634E+02,3.673506E-02,8.033045E-02,5.303429E+02,8.214540E+02,2.737009E-02,8.049530E-02,9.860573E+02,1.291832E+03,5.088800E-02,1.265902E-01,3.623149E+02,6.346849E+02,1.869989E-02,6.219312E-02,9.793299E+02,9.096771E+02,5.053381E-02,8.914410E-02
18:50:00,9.932676E+02,1.178820E+03,5.126191E-02,1.155156E-01,3.001237E+02,5.228650E+02,1.548998E-02,5.123546E-02,7.389862E+02,8.071215E+02,3.813793E-02,7.909166E-02,5.513325E+02,7.925710E+02,2.845257E-02,7.766498E-02,1.026011E+03,1.249845E+03,5.294833E-02,1.224757E-01,3.727862E+02,6.281233E+02,1.924020E-02,6.155016E-02,1.021879E+03,8.724490E+02,5.272588E-02,8.549587E-02
19:00:00,1.028350E+03,1.158715E+03,5.307152E-02,1.135453E-01,3.079074E+02,5.166034E+02,1.589159E-02,5.062189E-02,7.662191E+02,7.942550E+02,3.954251E-02,7.783086E-02,5.723451E+02,7.594623E+02,2.953613E-02,7.442056E-02,1.066005E+03,1.203496E+03,5.501048E-02,1.179338E-01,3.832846E+02,6.214592E+02,1.978189E-02,6.089715E-02,1.064451E+03,8.312158E+02,5.491903E-02,8.145515E-02
19:10:00,1.026976E+03,1.135463E+03,5.299947E-02,1.112667E-01,3.072176E+02,5.099834E+02,1.585583E-02,4.997320E-02,7.653152E+02,7.812778E+02,3.949486E-02,7.655920E-02,5.718038E+02,7.233195E+02,2.950725E-02,7.087881E-02,1.065126E+03,1.154654E+03,5.496313E-02,1.131476E-01,3.824023E+02,6.147281E+02,1.973616E-02,6.023757E-02,1.064150E+03,7.875719E+02,5.489970E-02,7.717821E-02
19:20:00,1.025628E+03,1.110502E+03,5.292885E-02,1.088207E-01,3.065449E+02,5.030136E+02,1.582097E-02,4.929023E-02,7.644280E+02,7.682510E+02,3.944813E-02,7.528268E-02,5.712727E+02,6.864917E+02,2.947897E-02,6.726997E-02,1.064260E+03,1.106054E+03,5.491663E-02,1.083851E-01,3.815403E+02,6.079436E+02,1.969149E-02,5.957276E-02,1.063854E+03,7.438442E+02,5.488100E-02,7.289307E-02
19:30:00,1.024297E+03,1.085938E+03,5.285924E-02,1.064136E-01,3.058872E+02,4.958792E+02,1.578689E-02,4.859113E-02,7.635479E+02,7.556744E+02,3.940196E-02,7.405029E-02,5.707422E+02,6.519037E+02,2.945094E-02,6.388063E-02,1.063388E+03,1.061093E+03,5.487026E-02,1.039793E-01,3.806968E+02,6.012884E+02,1.964779E-02,5.892062E-02,1.063531E+03,7.030207E+02,5.486224E-02,6.889256E-02
19:40:00,1.022973E+03,1.062420E+03,5.279032E-02,1.041089E-01,3.052422E+02,4.887177E+02,1.575350E-02,4.788938E-02,7.626702E+02,7.436971E+02,3.935617E-02,7.287662E-02,5.702107E+02,6.202217E+02,2.942313E-02,6.077610E-02,1.062506E+03,1.020309E+03,5.482398E-02,9.998275E-02,3.798686E+02,5.948342E+02,1.960491E-02,5.828818E-02,1.063190E+03,6.657319E+02,5.484394E-02,6.523850E-02
19:50:00,1.021671E+03,1.041615E+03,5.272277E-02,1.020702E-01,3.046140E+02,4.816974E+02,1.572100E-02,4.720146E-02,7.618056E+02,7.325001E+02,3.931128E-02,7.177943E-02,5.696864E+02,5.937038E+02,2.939590E-02,5.817765E-02,1.061632E+03,9.860361E+02,5.477852E-02,9.662436E-02,3.790611E+02,5.886721E+02,1.956314E-02,5.768436E-02,1.062849E+03,6.340361E+02,5.482626E-02,6.213256E-02
20:00:00,1.020396E+03,1.023769E+03,5.265671E-02,1.003215E-01,3.040021E+02,4.749672E+02,1.568937E-02,4.654198E-02,7.609582E+02,7.221461E+02,3.926741E-02,7.076485E-02,5.691726E+02,5.722831E+02,2.936932E-02,5.607870E-02,1.060773E+03,9.579631E+02,5.473408E-02,9.387355E-02,3.782739E+02,5.828510E+02,1.952244E-02,5.711397E-02,1.062512E+03,6.078297E+02,5.480893E-02,5.956458E-02
20:10:00,1.019146E+03,1.008868E+03,5.259212E-02,9.886143E-02,3.034053E+02,4.686581E+02,1.565853E-02,4.592377E-02,7.601286E+02,7.126688E+02,3.922452E-02,6.983618E-02,5.686702E+02,5.554116E+02,2.934336E-02,5.442555E-02,1.059932E+03,9.353172E+02,5.469064E-02,9.165457E-02,3.775056E+02,5.774101E+02,1.948273E-02,5.658083E-02,1.062180E+03,5.865502E+02,5.479180E-02,5.747943E-02
20:20:00,1.017924E+03,9.961438E+02,5.252896E-02,9.761465E-02,3.028229E+02,4.628683E+02,1.562844E-02,4.535644E-02,7.593175E+02,7.040975E+02,3.918262E-02,6.899630E-02,5.681793E+02,5.415337E+02,2.931802E-02,5.306575E-02,1.059110E+03,9.163161E+02,5.464819E-02,8.979276E-02,3.767554E+02,5.723794E+02,1.944397E-02,5.608788E-02,1.061853E+03,5.687668E+02,5.477491E-02,5.573688E-02
20:30:00,1.016729E+03,9.848213E+02,5.246721E-02,9.650522E-02,3.022543E+02,4.575501E+02,1.559907E-02,4.483533E-02,7.585246E+02,6.961245E+02,3.914168E-02,6.821504E-02,5.676999E+02,5.295909E+02,2.929327E-02,5.189555E-02,1.058307E+03,8.996094E+02,5.460671E-02,8.815576E-02,3.760225E+02,5.676644E+02,1.940612E-02,5.562588E-02,1.061532E+03,5.532941E+02,5.475831E-02,5.422074E-02
20:40:00,1.015560E+03,9.745379E+02,5.240686E-02,9.549760E-02,3.016992E+02,4.526633E+02,1.557040E-02,4.435649E-02,7.577499E+02,6.886179E+02,3.910168E-02,6.747948E-02,5.672318E+02,5.190605E+02,2.926911E-02,5.086374E-02,1.057521E+03,8.845575E+02,5.456619E-02,8.668089E-02,3.753066E+02,5.632162E+02,1.936915E-02,5.519001E-02,1.061217E+03,5.395415E+02,5.474205E-02,5.287313E-02
20:50:00,1.014410E+03,9.650792E+02,5.234749E-02,9.457079E-02,3.011531E+02,4.481604E+02,1.554221E-02,4.391528E-02,7.569881E+02,6.815012E+02,3.906236E-02,6.678213E-02,5.667718E+02,5.096186E+02,2.924537E-02,4.993857E-02,1.056750E+03,8.707789E+02,5.452637E-02,8.533076E-02,3.746020E+02,5.590026E+02,1.933276E-02,5.477713E-02,1.060907E+03,5.271395E+02,5.472607E-02,5.165786E-02
21:00:00,1.013279E+03,9.562891E+02,5.228912E-02,9.370947E-02,3.006161E+02,4.439923E+02,1.551449E-02,4.350686E-02,7.562394E+02,6.747179E+02,3.902372E-02,6.611744E-02,5.663201E+02,5.010355E+02,2.922206E-02,4.909754E-02,1.055992E+03,8.580082E+02,5.448728E-02,8.407938E-02,3.739089E+02,5.549961E+02,1.929698E-02,5.438455E-02,1.060603E+03,5.158197E+02,5.471037E-02,5.054862E-02
21:10:00,1.012170E+03,9.480163E+02,5.223185E-02,9.289884E-02,3.000891E+02,4.401050E+02,1.548728E-02,4.312596E-02,7.555050E+02,6.681993E+02,3.898581E-02,6.547869E-02,5.658772E+02,4.931216E+02,2.919920E-02,4.832208E-02,1.055250E+03,8.460146E+02,5.444897E-02,8.290413E-02,3.732283E+02,5.511629E+02,1.926184E-02,5.400894E-02,1.060304E+03,5.053432E+02,5.469498E-02,4.952202E-02
21:20:00,1.011082E+03,9.401678E+02,5.217571E-02,9.212978E-02,2.995722E+02,4.364574E+02,1.546060E-02,4.276854E-02,7.547852E+02,6.619097E+02,3.894866E-02,6.486237E-02,5.654434E+02,4.857474E+02,2.917682E-02,4.759950E-02,1.054523E+03,8.346514E+02,5.441145E-02,8.179066E-02,3.725605E+02,5.474823E+02,1.922737E-02,5.364829E-02,1.060013E+03,4.955507E+02,5.467993E-02,4.856242E-02
21:30:00,1.010016E+03,9.326701E+02,5.212071E-02,9.139509E-02,2.990654E+02,4.330138E+02,1.543444E-02,4.243111E-02,7.540800E+02,6.558200E+02,3.891228E-02,6.426565E-02,5.650186E+02,4.788133E+02,2.915490E-02,4.692004E-02,1.053811E+03,8.238075E+02,5.437473E-02,8.072806E-02,3.719056E+02,5.439362E+02,1.919357E-02,5.330081E-02,1.059727E+03,4.863183E+02,5.466520E-02,4.765772E-02
21:40:00,1.008972E+03,9.254658E+02,5.206684E-02,9.068915E-02,2.985689E+02,4.297441E+02,1.540881E-02,4.211073E-02,7.533896E+02,6.499072E+02,3.887664E-02,6.368626E-02,5.646029E+02,4.722425E+02,2.913345E-02,4.627618E-02,1.053115E+03,8.133977E+02,5.433881E-02,7.970801E-02,3.712637E+02,5.405093E+02,1.916043E-02,5.296502E-02,1.059448E+03,4.775498E+02,5.465082E-02,4.679847E-02
21:50:00,1.007950E+03,9.185096E+02,5.201410E-02,9.000751E-02,2.980826E+02,4.266234E+02,1.538371E-02,4.180495E-02,7.527137E+02,6.441526E+02,3.884177E-02,6.312236E-02,5.641962E+02,4.659753E+02,2.911246E-02,4.566206E-02,1.052434E+03,8.033567E+02,5.430367E-02,7.872409E-02,3.706348E+02,5.371888E+02,1.912797E-02,5.263966E-02,1.059176E+03,4.691695E+02,5.463677E-02,4.597726E-02
22:00:00,1.006950E+03,9.117657E+02,5.196247E-02,8.934668E-02,2.976064E+02,4.236310E+02,1.535913E-02,4.151173E-02,7.520522E+02,6.385409E+02,3.880763E-02,6.257247E-02,5.637984E+02,4.599651E+02,2.909193E-02,4.507312E-02,1.051768E+03,7.936341E+02,5.426931E-02,7.777136E-02,3.700186E+02,5.339639E+02,1.909617E-02,5.232366E-02,1.058910E+03,4.611179E+02,5.462306E-02,4.518825E-02
22:10:00,8.387066E+02,7.697460E+02,4.328047E-02,7.516391E-02,2.478063E+02,3.550464E+02,1.278900E-02,3.472356E-02,6.264336E+02,5.407331E+02,3.232542E-02,5.276211E-02,4.696657E+02,3.927618E+02,2.423469E-02,3.823874E-02,8.761952E+02,6.826691E+02,4.521006E-02,6.637101E-02,3.080913E+02,4.480263E+02,1.590018E-02,4.381113E-02,9.344858E+02,3.986600E+02,4.761876E-02,3.870314E-02
22:20:00,6.706354E+02,6.449535E+02,3.460736E-02,6.234245E-02,1.980880E+02,2.903736E+02,1.022310E-02,2.825540E-02,5.009288E+02,4.536338E+02,2.584908E-02,4.381404E-02,3.801546E+02,3.318152E+02,1.956411E-02,3.192976E-02,7.277769E+02,5.837790E+02,3.724504E-02,5.597620E-02,2.462698E+02,3.670330E+02,1.270965E-02,3.570272E-02,8.320600E+02,3.406702E+02,4.149430E-02,3.259065E-02
22:30:00,5.027328E+02,5.333943E+02,2.594294E-02,5.056409E-02,1.484499E+02,2.324077E+02,7.661331E-03,2.231349E-02,3.829269E+02,3.754077E+02,1.967570E-02,3.555806E-02,3.004266E+02,2.771086E+02,1.528747E-02,2.610783E-02,6.017483E+02,4.963714E+02,3.018413E-02,4.647130E-02,1.845520E+02,2.952495E+02,9.524484E-03,2.831400E-02,7.445185E+02,2.893351E+02,3.596500E-02,2.701689E-02
22:40:00,3.456601E+02,4.377985E+02,1.771875E-02,4.003405E-02,9.889029E+01,1.834659E+02,5.103616E-03,1.707220E-02,2.759174E+02,3.076025E+02,1.394871E-02,2.811905E-02,2.287986E+02,2.286033E+02,1.133782E-02,2.077912E-02,4.891677E+02,4.187377E+02,2.366143E-02,3.774288E-02,1.229359E+02,2.352213E+02,6.344556E-03,2.183467E-02,6.642001E+02,2.424582E+02,3.072556E-02,2.181334E-02
22:50:00,2.022959E+02,3.428957E+02,1.004691E-02,2.957994E-02,4.940754E+01,1.353682E+02,2.549867E-03,1.190542E-02,1.772375E+02,2.411276E+02,8.555368E-03,2.080152E-02,1.618649E+02,1.822683E+02,7.576712E-03,1.563755E-02,3.821433E+02,3.446406E+02,1.736205E-02,2.931969E-02,6.141924E+01,1.759038E+02,3.169764E-03,1.542034E-02,5.891730E+02,1.986535E+02,2.569886E-02,1.687342E-02
23:00:00,7.044245E+01,2.531709E+02,2.837784E-03,1.954725E-02,0.000000E+00,8.976034E+01,0.000000E+00,6.940197E-03,8.428054E+01,1.782290E+02,3.392037E-03,1.377833E-02,9.865806E+01,1.383914E+02,3.966050E-03,1.070472E-02,2.800198E+02,2.740670E+02,1.126071E-02,2.119986E-02,0.000000E+00,1.194490E+02,0.000000E+00,9.237303E-03,5.185670E+02,1.569254E+02,2.085002E-02,1.211945E-02
23:10:00,1.135951E+02,3.019244E+02,4.572066E-03,2.330892E-02,0.000000E+00,1.118806E+02,0.000000E+00,8.646239E-03,1.212457E+02,2.099544E+02,4.877610E-03,1.622371E-02,1.319810E+02,1.577859E+02,5.305183E-03,1.220085E-02,3.568581E+02,3.076083E+02,1.434847E-02,2.378590E-02,0.000000E+00,1.481228E+02,0.000000E+00,1.144922E-02,5.758219E+02,1.716202E+02,2.314100E-02,1.324808E-02
23:20:00,1.606815E+02,3.362733E+02,6.464425E-03,2.595149E-02,0.000000E+00,1.318803E+02,0.000000E+00,1.018146E-02,1.612086E+02,2.331126E+02,6.483644E-03,1.799224E-02,1.628752E+02,1.727453E+02,6.546565E-03,1.333416E-02,4.097138E+02,3.315770E+02,1.647077E-02,2.559478E-02,0.000000E+00,1.738393E+02,0.000000E+00,1.342201E-02,6.140846E+02,1.835846E+02,2.467342E-02,1.416768E-02
23:30:00,2.117308E+02,3.598938E+02,8.515950E-03,2.776789E-02,0.000000E+00,1.467743E+02,0.000000E+00,1.132449E-02,1.964704E+02,2.492993E+02,7.900481E-03,1.923511E-02,1.859286E+02,1.830728E+02,7.472679E-03,1.412564E-02,4.431185E+02,3.462709E+02,1.780799E-02,2.671821E-02,0.000000E+00,1.921282E+02,0.000000E+00,1.482394E-02,6.401741E+02,1.904033E+02,2.571943E-02,1.469325E-02
23:40:00,2.552625E+02,3.697936E+02,1.026221E-02,2.853200E-02,0.000000E+00,1.540788E+02,0.000000E+00,1.188771E-02,2.231222E+02,2.567667E+02,8.967886E-03,1.981151E-02,2.024429E+02,1.886284E+02,8.135231E-03,1.455453E-02,4.654779E+02,3.531589E+02,1.870474E-02,2.725012E-02,0.000000E+00,2.002658E+02,0.000000E+00,1.545124E-02,6.612859E+02,1.940845E+02,2.656618E-02,1.497779E-02
23:50:00,2.880108E+02,3.810243E+02,1.157546E-02,2.939876E-02,0.000000E+00,1.618288E+02,0.000000E+00,1.248567E-02,2.435493E+02,2.644372E+02,9.787414E-03,2.040354E-02,2.156308E+02,1.932928E+02,8.664914E-03,1.491460E-02,4.844778E+02,3.582812E+02,1.946761E-02,2.764568E-02,0.000000E+00,2.091428E+02,0.000000E+00,1.613615E-02,6.790585E+02,1.958595E+02,2.727910E-02,1.511504E-02
24:00:00,3.117973E+02,3.889183E+02,1.253022E-02,3.000806E-02,0.000000E+00,1.682533E+02,0.000000E+00,1.298140E-02,2.600796E+02,2.699235E+02,1.045147E-02,2.082703E-02,2.265766E+02,1.966518E+02,9.104509E-03,1.517393E-02,5.006899E+02,3.614882E+02,2.011851E-02,2.789341E-02,0.000000E+00,2.164748E+02,0.000000E+00,1.670190E-02,6.940952E+02,1.965953E+02,2.788233E-02,1.517200E-02
Peak,1.207498E+03,1.581618E+03,6.195868E-02,1.549865E-01,4.775628E+02,6.602241E+02,2.449379E-02,6.469522E-02,8.791747E+02,1.400640E+03,4.512998E-02,1.372512E-01,6.389747E+02,9.216412E+02,3.281828E-02,9.031314E-02,1.112911E+03,1.489795E+03,5.715638E-02,1.459898E-01,5.751368E+02,8.671135E+02,2.948622E-02,8.496878E-02,1.064451E+03,1.081353E+03,5.491903E-02,1.059680E-01

Peak Vol Flow (m3/s),,,5.148412E-02,1.287849E-01,,,2.035294E-02,5.375803E-02,,,3.750043E-02,1.140479E-01,,,2.727011E-02,7.504506E-02,,,4.749368E-02,1.213092E-01,,,2.450137E-02,7.060420E-02,,,4.563458E-02,8.805332E-02
